rank,entry,contestant,wins,teams_remaining,optimal_win_path_prob,optimal_ev_path_score,survival_prob,fair_value,predicted_next_picks
217,DYLAN W-8,DYLAN W,12,20,0.060177,0.0,0.02848,24728.9,PHI 97%; CHI 3%
218,THE FACTOR-5,THE FACTOR,12,20,0.065428,0.0,0.03504,24728.87,BAL 98%; DAL 1%
219,ITSTARTSWITHABET-3,ITSTARTSWITHABET,12,20,0.073972,0.0,0.03672,24700.25,BAL 38%; PHI 38%; DAL 18%
220,Jack Da Rippa-5,Jack Da Rippa,12,20,0.067875,0.0,0.04408,24698.48,BAL 62%; PHI 34%; KC 3%
221,WOLF COLA-4,WOLF COLA,12,20,0.08499,0.0,0.04296,24690.73,PHI 97%; DAL 2%
222,MUTIGERS-3,MUTIGERS,12,20,0.063305,0.0,0.03208,24655.05,BAL 95%; KC 4%; DAL 1%
223,DZIADZ.-1,DZIADZ.,12,20,0.071399,0.0,0.0532,24556.23,PHI 89%; DET 5%; GB 5%
224,4 DEGENS AND A TACO-8,4 DEGENS AND A TACO,12,20,0.064127,0.0,0.03616,24554.03,BAL 98%; DAL 1%
225,Betopenly-3,Betopenly,12,20,0.069708,0.0,0.03752,24539.97,BAL 94%; KC 4%; DAL 1%
226,ANY2CANTU-5,ANY2CANTU,12,20,0.060629,0.0,0.04344,24497.29,BAL 63%; PHI 34%; KC 3%
227,C HAWK-2,C HAWK,12,20,0.074657,0.0,0.03784,24481.57,PHI 85%; KC 6%; GB 4%
228,SUPER DAVE-1,SUPER DAVE,12,20,0.065428,0.0,0.04104,24453.07,BAL 98%; DAL 1%
229,MR PANDA-1,MR PANDA,12,20,0.062632,0.0,0.03024,24390.28,BAL 98%; DAL 1%
230,MR. MACKS PICKS-2,MR. MACKS PICKS,12,20,0.081242,0.0,0.0424,24361.59,PHI 90%; KC 7%; DAL 2%
231,NOM1493-10,NOM1493,12,20,0.057275,0.0,0.03424,24356.76,BAL 98%
232,RAINMAKER-1,RAINMAKER,12,20,0.059328,0.0,0.0224,24335.13,BAL 94%; KC 4%; DAL 1%
233,SorryBookies-1,SorryBookies,12,20,0.085285,0.0,0.04304,24319.73,PHI 97%; DAL 2%
234,HEAD TABLE-6,HEAD TABLE,12,20,0.072644,0.0,0.03768,24301.72,BAL 90%; PHI 8%; DAL 1%
235,Meegstheslug-10,Meegstheslug,12,20,0.073508,0.0,0.03792,24205.18,PHI 75%; KC 11%; DET 9%
236,Cariarikid7-3,Cariarikid7,12,20,0.067417,0.0,0.0376,24170.43,BAL 97%; DAL 2%
237,MAXIMUM GOLD-8,MAXIMUM GOLD,12,20,0.068146,0.0,0.03112,24090.55,PHI 92%; KC 7%
238,GEORGE S PATTON-2,GEORGE S PATTON,12,20,0.062991,0.0,0.04648,24088.72,BAL 74%; KC 18%; DAL 5%
239,FREEDOM_ROCKETS-10,FREEDOM_ROCKETS,12,20,0.070596,0.0,0.0364,24059.74,PHI 54%; KC 20%; DET 18%
240,EMPTYNET-9,EMPTYNET,12,20,0.072084,0.0,0.0356,23991.05,BAL 60%; PHI 33%; KC 2%
241,TEBOW DANIELS-2,TEBOW DANIELS,12,20,0.067417,0.0,0.03944,23945.19,BAL 98%; DAL 1%
242,PATRICK STAR-2,PATRICK STAR,12,20,0.073973,0.0,0.0408,23927.05,BAL 95%; DET 3%; DAL 1%
243,TAKETHEOVER-1,TAKETHEOVER,12,20,0.059825,0.0,0.02272,23923.45,BAL 64%; PHI 35%
244,WENDY TESTABURGER-8,WENDY TESTABURGER,12,20,0.054761,0.0,0.03752,23916.24,BAL 62%; PHI 34%; KC 3%
245,LABATT BLUE-6,LABATT BLUE,12,20,0.070376,0.0,0.03392,23888.29,BAL 64%; PHI 35%
246,VASTA BOYS-7,VASTA BOYS,12,20,0.06804,0.0,0.03544,23854.99,PHI 92%; KC 6%; DAL 2%
247,CoyoteGmen-7,CoyoteGmen,12,20,0.058851,0.0,0.02816,23850.26,KC 72%; DAL 17%; CIN 6%
248,NO PROBLEMS-8,NO PROBLEMS,12,20,0.066657,0.0,0.04088,23844.7,BAL 62%; PHI 34%; KC 3%
249,NOSEKNOWS-4,NOSEKNOWS,12,20,0.076678,0.0,0.03496,23815.6,PHI 97%; DAL 2%
250,AVENUE 25-2,AVENUE 25,12,20,0.072898,0.0,0.03952,23804.61,BAL 62%; PHI 34%; KC 3%
251,UNHOLY ROLLERS-1,UNHOLY ROLLERS,12,20,0.067892,0.0,0.03376,23798.81,BAL 62%; PHI 34%; KC 3%
252,SEANS DOLPHINS-5,SEANS DOLPHINS,12,20,0.06804,0.0,0.03536,23797.86,KC 58%; PHI 22%; DAL 12%
253,THE BROTHERHOOD-8,THE BROTHERHOOD,12,20,0.05531,0.0,0.03704,23773.6,BAL 64%; PHI 35%
254,SAMM1416-2,SAMM1416,12,20,0.081905,0.0,0.0348,23732.73,BAL 98%; DAL 1%
255,MIAJEAN1123-1,MIAJEAN1123,12,20,0.06186,0.0,0.03152,23662.17,BAL 93%; KC 5%; DAL 2%
256,TRADING LACES-6,TRADING LACES,12,20,0.045508,0.0,0.02576,23590.54,PHI 50%; KC 45%; CHI 5%
257,DR RIDDLE-6,DR RIDDLE,12,20,0.074588,0.0,0.03648,23563.41,BAL 64%; PHI 35%
258,BELVEDERE YACHT CLUB-1,BELVEDERE YACHT CLUB,12,20,0.064254,0.0,0.0412,23474.75,BAL 98%; DAL 1%
259,Tsquared-1,Tsquared,12,20,0.037838,0.0,0.01576,23471.58,DET 64%; DAL 23%; CIN 7%
260,PRINCE GEORGE-3,PRINCE GEORGE,12,20,0.067954,0.0,0.02656,23437.03,PHI 67%; DET 22%; DAL 9%
261,THEBADINFLUENCER-3,THEBADINFLUENCER,12,20,0.062397,0.0,0.02944,23421.26,PHI 90%; KC 7%; DAL 2%
262,BIG DADDY LUMP-2,BIG DADDY LUMP,12,20,0.074588,0.0,0.0452,23385.95,BAL 64%; PHI 35%
263,ZP0711-1,ZP0711,12,20,0.070502,0.0,0.03152,23367.53,BAL 64%; PHI 35%
264,JASON KNOWS BALL-3,JASON KNOWS BALL,12,20,0.062991,0.0,0.03072,23322.11,BAL 73%; KC 18%; DAL 6%
265,ALWAYS WINNING-1,ALWAYS WINNING,12,20,0.066438,0.0,0.04336,23285.22,BAL 94%; KC 4%; DAL 1%
266,AW Team-2,AW Team,12,20,0.076157,0.0,0.03472,23279.08,BAL 62%; PHI 34%; KC 3%
267,T-BONE-6,T-BONE,12,20,0.065428,0.0,0.04248,23270.77,BAL 98%; DAL 1%
268,CHICHUMPS-1,CHICHUMPS,12,20,0.073599,0.0,0.02904,23267.57,BAL 62%; PHI 34%; KC 3%
269,Red Lion-2,Red Lion,12,20,0.074657,0.0,0.03904,23090.34,PHI 86%; KC 6%; DET 5%
270,CB BALLERS-2,CB BALLERS,12,20,0.072147,0.0,0.03784,23060.85,BAL 59%; PHI 38%; GB 2%
271,BIG D-10,BIG D,12,20,0.061609,0.0,0.03424,23010.76,PHI 99%
272,MUMMS 03-10,MUMMS 03,12,20,0.076607,0.0,0.03592,23000.36,PHI 91%; DET 6%; DAL 2%
273,GBON-10,GBON,12,20,0.076021,0.0,0.04144,22984.94,PHI 76%; KC 11%; DET 6%
274,BASEBALLISBEST-2,BASEBALLISBEST,12,20,0.0775,0.0,0.0464,22974.02,PHI 93%; DET 6%
275,DODGER DOG-4,DODGER DOG,12,20,0.05591,0.0,0.04288,22955.36,PHI 87%; KC 7%; DET 5%
276,LIVEKING-10,LIVEKING,12,20,0.079285,0.0,0.03872,22941.29,PHI 91%; KC 7%; DAL 2%
277,#PAKEBS-4,#PAKEBS,12,20,0.062765,0.0,0.02952,22883.93,BAL 62%; PHI 34%; KC 3%
278,SRE 1-6,SRE 1,12,20,0.076021,0.0,0.03784,22834.01,PHI 86%; KC 6%; DET 5%
279,ROUNDING-1,ROUNDING,12,20,0.067666,0.0,0.03944,22820.66,BAL 64%; PHI 35%
280,ROCK 2075-1,ROCK 2075,12,20,0.102701,0.0,0.02864,22819.51,BAL 61%; PHI 33%; KC 2%
281,CHEZ-3,CHEZ,12,20,0.046882,0.0,0.01856,22808.19,KC 69%; DAL 20%; CIN 6%
282,GO PACK GO!-4,GO PACK GO!,12,20,0.067029,0.0,0.03192,22762.78,PHI 97%; DAL 2%
283,ALILOLA-5,ALILOLA,12,20,0.038608,0.0,0.0244,22759.73,PHI 82%; KC 6%; DET 5%
284,CRAIG TUCKER-8,CRAIG TUCKER,12,20,0.050394,0.0,0.03408,22721.97,BAL 98%; DAL 1%
285,ST JAMES-2,ST JAMES,12,20,0.067417,0.0,0.03288,22719.68,BAL 98%; DAL 1%
286,TKC-3,TKC,12,20,0.06278,0.0,0.02752,22576.66,BAL 94%; KC 4%; DAL 1%
287,BIGBLUE-1,BIGBLUE,12,20,0.05814,0.0,0.0276,22555.34,BAL 63%; PHI 34%; DET 2%
288,HAMMER 21-2,HAMMER 21,12,20,0.086134,0.0,0.04544,22542.51,PHI 91%; KC 7%; DAL 2%
289,CBRANCH-2,CBRANCH,12,20,0.064018,0.0,0.04008,22499.47,BAL 62%; PHI 34%; KC 3%
290,ROOM 40-4,ROOM 40,12,20,0.066489,0.0,0.0372,22489.72,PHI 84%; KC 6%; DET 5%
291,RYAN HOJO-9,RYAN HOJO,12,20,0.076437,0.0,0.04232,22489.41,PHI 90%; KC 7%; DAL 2%
292,ALJOLULANIL78-2,ALJOLULANIL78,12,20,0.067417,0.0,0.04056,22399.31,BAL 98%; DAL 1%
293,Caveman6470-8,Caveman6470,12,20,0.06884,0.0,0.03392,22396.01,PHI 82%; DAL 12%; CIN 4%
294,MUDDYBEACH-2,MUDDYBEACH,12,20,0.079132,0.0,0.03296,22393.73,PHI 86%; KC 6%; GB 5%
295,MOONSAH-3,MOONSAH,12,20,0.05886,0.0,0.03424,22386.59,BAL 96%; DET 3%
296,VINTROVERTED-5,VINTROVERTED,12,20,0.055673,0.0,0.03336,22383.41,PHI 74%; BAL 20%; KC 5%
297,MODIGGZ-2,MODIGGZ,12,20,0.071092,0.0,0.04504,22370.18,PHI 91%; DET 6%; DAL 2%
298,CONRAD HARRIGAN-3,CONRAD HARRIGAN,12,20,0.058604,0.0,0.03544,22345.69,BAL 95%; DET 3%; DAL 1%
299,ROSS & FRIENDS-4,ROSS & FRIENDS,12,20,0.055044,0.0,0.02984,22324.8,PHI 90%; KC 7%; DAL 2%
300,AMERICAN FLYER-3,AMERICAN FLYER,12,20,0.064935,0.0,0.02928,22282.29,PHI 97%; DAL 2%
301,HANNABABY25-2,HANNABABY25,12,20,0.071195,0.0,0.04352,22257.42,PHI 99%
302,BADGER 35-2,BADGER 35,12,20,0.069458,0.0,0.0352,22251.51,BAL 53%; PHI 44%; KC 3%
303,ROWDY-1,ROWDY,12,20,0.072388,0.0,0.03848,22216.94,BAL 64%; PHI 35%
304,STATMAN27-2,STATMAN27,12,20,0.05024,0.0,0.0244,22205.82,KC 46%; DET 37%; DAL 13%
305,ANSGAR 2000-9,ANSGAR 2000,12,20,0.060036,0.0,0.03896,22124.69,BAL 94%; KC 4%; DAL 1%
306,HARCS HAWKS-2,HARCS HAWKS,12,20,0.078557,0.0,0.04496,22116.5,PHI 90%; KC 7%; DAL 2%
307,BUST OUT-3,BUST OUT,12,20,0.04825,0.0,0.03992,22023.4,BAL 58%; PHI 40%; DET 2%
308,WIN4DREW-8,WIN4DREW,12,20,0.076437,0.0,0.046,21974.39,PHI 90%; KC 7%; DAL 2%
309,HBG-4,HBG,12,20,0.068466,0.0,0.02944,21974.3,PHI 86%; KC 6%; DET 5%
310,Heater City-1,Heater City,12,20,0.068387,0.0,0.03232,21868.31,PHI 51%; DAL 29%; CIN 11%
311,MAGIC CITY HIPPIES-8,MAGIC CITY HIPPIES,12,20,0.084207,0.0,0.05384,21833.47,PHI 88%; KC 7%; DET 5%
312,BEEFARONI-7,BEEFARONI,12,20,0.054687,0.0,0.03192,21745.5,BAL 98%; DAL 1%
313,STEPHENSTOTCH-3,STEPHENSTOTCH,12,20,0.080632,0.0,0.02952,21733.26,PHI 97%; DAL 2%
314,HUSKERRHULES-9,HUSKERRHULES,12,20,0.057552,0.0,0.03784,21685.78,BAL 64%; PHI 35%
315,PLAY IT DOWN-3,PLAY IT DOWN,12,20,0.054705,0.0,0.02888,21660.75,PHI 91%; KC 7%; DAL 2%
316,NOSTRADAMOBETS-1,NOSTRADAMOBETS,12,20,0.067417,0.0,0.03288,21658.27,BAL 97%; DAL 2%
317,GREY GHOST-2,GREY GHOST,12,20,0.067463,0.0,0.03896,21633.3,PHI 54%; KC 20%; DET 16%
318,PANCHO & LEFTY-3,PANCHO & LEFTY,12,20,0.065062,0.0,0.02936,21625.01,PHI 90%; KC 7%; DAL 2%
319,C3 PICKZ-2,C3 PICKZ,12,20,0.065922,0.0,0.0268,21622.64,PHI 97%; DAL 2%
320,RENEGADE-2,RENEGADE,12,20,0.064822,0.0,0.02304,21615.4,KC 69%; DAL 20%; CIN 6%
321,DREAMS-N-NIGHTMARES-1,DREAMS-N-NIGHTMARES,12,20,0.06492,0.0,0.03856,21612.28,PHI 86%; KC 6%; GB 5%
322,DONK-1,DONK,12,20,0.062232,0.0,0.02808,21607.73,BAL 55%; PHI 42%; KC 3%
323,Foretunate-2,Foretunate,12,20,0.06804,0.0,0.03736,21566.38,PHI 90%; KC 7%; DAL 2%
324,SEANS DOLPHINS-2,SEANS DOLPHINS,12,20,0.058745,0.0,0.03672,21533.78,PHI 88%; DAL 10%; CHI 2%
325,SCHWEATY AZ BALLERS-1,SCHWEATY AZ BALLERS,12,20,0.083302,0.0,0.04376,21520.61,PHI 97%; DAL 2%
326,POPLAR1313-1,POPLAR1313,12,20,0.069867,0.0,0.03984,21509.99,PHI 97%; DAL 2%
327,EHHHHHH.-3,EHHHHHH.,12,20,0.074512,0.0,0.02856,21489.75,BAL 62%; PHI 34%; KC 3%
328,GRAMMIE-1,GRAMMIE,12,20,0.059821,0.0,0.02832,21478.46,PHI 92%; DET 6%; DAL 2%
329,MONKEY PIRATES-3,MONKEY PIRATES,12,20,0.06804,0.0,0.03392,21474.75,PHI 91%; KC 7%; DAL 2%
330,BEARS DEN-9,BEARS DEN,12,20,0.038824,0.0,0.03336,21450.88,BAL 63%; PHI 34%; DET 2%
331,ITSTARTSWITHABET-4,ITSTARTSWITHABET,12,20,0.073972,0.0,0.03112,21450.86,BAL 33%; PHI 33%; DAL 23%
332,GHOSTBUSTERS-1,GHOSTBUSTERS,12,20,0.068528,0.0,0.04,21441.38,BAL 63%; PHI 34%; KC 3%
333,POSSUM WAKERS-1,POSSUM WAKERS,12,20,0.046882,0.0,0.0184,21438.33,KC 69%; DAL 20%; CIN 6%
334,GoZags.-2,GoZags.,12,20,0.062683,0.0,0.03048,21427.95,BAL 63%; PHI 34%; DET 2%
335,SHAMY TWINS-3,SHAMY TWINS,12,20,0.064254,0.0,0.03832,21420.34,BAL 98%; DAL 1%
336,LUKE WARM LOCKS-3,LUKE WARM LOCKS,12,20,0.07873,0.0,0.03864,21411.99,PHI 97%; DAL 2%
337,ITSTARTSWITHABET-5,ITSTARTSWITHABET,12,20,0.073972,0.0,0.03464,21404.88,BAL 30%; PHI 30%; DAL 25%
338,Heater City-6,Heater City,12,20,0.056991,0.0,0.0368,21364.77,BAL 99%
339,TEAM CLARK-1,TEAM CLARK,12,20,0.058456,0.0,0.02208,21338.4,BAL 63%; PHI 34%; KC 3%
340,DBGONNAWIN-3,DBGONNAWIN,12,20,0.074657,0.0,0.03512,21278.5,PHI 53%; KC 20%; DET 17%
341,FRANKIEBALLS-2,FRANKIEBALLS,12,20,0.06353,0.0,0.04328,21235.72,BAL 62%; PHI 34%; KC 3%
342,DDHP-7,DDHP,12,20,0.065123,0.0,0.03952,21200.52,BAL 92%; PHI 8%
343,Si Low-2,Si Low,12,20,0.071089,0.0,0.03568,21145.06,BAL 91%; PHI 7%; DAL 1%
344,AAABOY42-1,AAABOY42,12,20,0.058851,0.0,0.02816,21131.35,KC 72%; DAL 21%; CIN 7%
345,BLP ENTERPRISES-2,BLP ENTERPRISES,12,20,0.090012,0.0,0.03504,21114.06,PHI 88%; DET 10%; CIN 1%
346,TANB-2,TANB,12,20,0.095081,0.0,0.04288,21077.24,PHI 95%; DET 4%
347,MADDOG.-4,MADDOG.,12,20,0.066657,0.0,0.03816,21071.59,BAL 62%; PHI 34%; KC 3%
348,PLAYERPROPSKING-1,PLAYERPROPSKING,12,20,0.058032,0.0,0.03904,21052.47,BAL 64%; PHI 35%
349,THEUNTOUCHABLEDRAGON-1,THEUNTOUCHABLEDRAGON,12,20,0.046882,0.0,0.02024,21037.08,KC 69%; DAL 20%; CIN 6%
350,$$ SLUSHY $$-1,$$ SLUSHY $$,12,20,0.062232,0.0,0.0288,21029.57,BAL 63%; PHI 34%; KC 3%
351,ATXCOOP-2,ATXCOOP,12,20,0.06804,0.0,0.03384,20993.05,PHI 91%; KC 7%; DAL 2%
352,BIZMAN-7,BIZMAN,12,20,0.0723,0.0,0.02856,20990.37,PHI 98%; DAL 2%
353,LOUISVILLE LIP-5,LOUISVILLE LIP,12,20,0.065428,0.0,0.04016,20972.48,BAL 97%; DAL 2%
354,THIRD TIME CHARM-7,THIRD TIME CHARM,12,20,0.06804,0.0,0.03048,20882.86,DAL 32%; PHI 30%; KC 30%
355,DBGONNAWIN-2,DBGONNAWIN,12,20,0.088658,0.0,0.03712,20874.4,PHI 88%; KC 7%; DET 5%
356,Y BRIDGE CITY-2,Y BRIDGE CITY,12,20,0.06804,0.0,0.03248,20805.08,PHI 91%; KC 7%; DAL 2%
357,BLP ENTERPRISES-1,BLP ENTERPRISES,12,20,0.074278,0.0,0.03728,20777.25,BAL 63%; PHI 34%; DET 2%
358,WWW.gamblinggoat.com-8,WWW.gamblinggoat.com,12,20,0.058745,0.0,0.03464,20749.76,PHI 98%; DAL 2%
359,PROFESSORCHAOS-9,PROFESSORCHAOS,12,20,0.060675,0.0,0.03408,20739.09,PHI 91%; KC 7%; DAL 2%
360,KING DUBB-3,KING DUBB,12,20,0.046882,0.0,0.01968,20700.63,KC 69%; DAL 20%; CIN 6%
361,ROCKYLUNA-2,ROCKYLUNA,12,20,0.078571,0.0,0.04432,20693.89,PHI 97%; DAL 2%
362,WINNERCHICKENDINNER-1,WINNERCHICKENDINNER,12,20,0.049116,0.0,0.02712,20693.09,PHI 92%; KC 7%
363,JAMOZZIE-10,JAMOZZIE,12,20,0.058988,0.0,0.0436,20681.4,PHI 87%; KC 7%; DET 5%
364,BHOENIG-1,BHOENIG,12,20,0.064138,0.0,0.03,20585.32,BAL 63%; PHI 34%; DET 2%
365,THE STEEL WHEELS-5,THE STEEL WHEELS,12,20,0.054705,0.0,0.02928,20560.77,PHI 91%; KC 7%; DAL 2%
366,LC32025-2,LC32025,12,20,0.063927,0.0,0.03072,20545.48,BAL 95%; KC 4%; DAL 1%
367,PULLTHEGOALIE-5,PULLTHEGOALIE,12,20,0.082695,0.0,0.0452,20537.77,PHI 86%; KC 6%; DET 5%
368,Dannyb21-1,Dannyb21,12,20,0.076274,0.0,0.03816,20410.14,PHI 92%; DET 6%; DAL 2%
369,E2 PICKS-2,E2 PICKS,12,20,0.055897,0.0,0.0308,20346.25,PHI 89%; KC 7%; GB 5%
370,VINTROVERTED-3,VINTROVERTED,12,20,0.050321,0.0,0.03224,20343.84,BAL 96%; KC 4%
371,VEGAS VIKES-3,VEGAS VIKES,12,20,0.060675,0.0,0.03616,20328.42,PHI 91%; KC 7%; DAL 2%
372,DARK PASSENGER-6,DARK PASSENGER,12,20,0.04693,0.0,0.02456,20326.86,BAL 63%; PHI 34%; GB 2%
373,BEAR-LYARAVENLUNATIC-2,BEAR-LYARAVENLUNATIC,12,20,0.069283,0.0,0.03552,20312.94,PHI 91%; KC 7%; DAL 2%
374,GBON-3,GBON,12,20,0.075114,0.0,0.03976,20311.13,BAL 56%; PHI 40%; KC 3%
375,STRENGTH & HONOR-3,STRENGTH & HONOR,12,20,0.054687,0.0,0.0264,20310.59,BAL 98%; DAL 1%
376,SAM-1,SAM,12,20,0.074588,0.0,0.03592,20298.88,BAL 64%; PHI 35%
377,CIRCA'S FINEST-9,CIRCA'S FINEST,12,20,0.065084,0.0,0.028,20295.09,BAL 61%; PHI 33%; KC 2%
378,Browna-3,Browna,12,20,0.045787,0.0,0.02736,20256.47,KC 70%; DAL 19%; CIN 6%
379,STEPHENSTOTCH-9,STEPHENSTOTCH,12,20,0.067972,0.0,0.02856,20244.04,BAL 89%; PHI 7%; KC 4%
380,ODBMGFTW-9,ODBMGFTW,12,20,0.069283,0.0,0.04264,20226.61,PHI 91%; KC 7%; DAL 2%
381,Putthemoneyinthebag-1,Putthemoneyinthebag,12,20,0.06038,0.0,0.03808,20219.85,PHI 90%; KC 7%; DAL 2%
382,PUZZUCO-2,PUZZUCO,12,20,0.055225,0.0,0.02688,20206.54,BAL 63%; PHI 34%; KC 3%
383,PIN HIGH-4,PIN HIGH,12,20,0.058441,0.0,0.03976,20200.41,BAL 63%; PHI 34%; KC 3%
384,JVJR-2,JVJR,12,20,0.044966,0.0,0.02584,20198.92,KC 86%; CIN 8%; CHI 6%
385,CMASE-7,CMASE,12,20,0.052729,0.0,0.02528,20175.83,BAL 64%; PHI 35%
386,Golfnerds-3,Golfnerds,12,20,0.073156,0.0,0.04256,20157.32,PHI 86%; KC 6%; GB 5%
387,STEELCITYDYNASTY-2,STEELCITYDYNASTY,12,20,0.051862,0.0,0.03872,20138.17,BAL 63%; PHI 34%; KC 3%
388,SLOPPY BRIE-7,SLOPPY BRIE,12,20,0.062407,0.0,0.04376,20122.16,PHI 96%; CIN 4%
389,Z Z-1,Z Z,12,20,0.063039,0.0,0.04368,20118.93,PHI 92%; KC 7%
390,C3 PICKSS-7,C3 PICKSS,12,20,0.06632,0.0,0.0304,20108.34,BAL 98%; KC 1%
391,Holy City Sweat-2,Holy City Sweat,12,20,0.057074,0.0,0.0284,20064.92,PHI 88%; KC 7%; GB 5%
392,PEEKABOO-3,PEEKABOO,12,20,0.050035,0.0,0.04176,20059.21,PHI 88%; KC 7%; DET 5%
393,SANFRANPALMETTO-1,SANFRANPALMETTO,12,20,0.069458,0.0,0.0304,20048.47,BAL 62%; PHI 34%; KC 3%
394,SLOPPY BRIE-8,SLOPPY BRIE,12,20,0.066006,0.0,0.05144,20048.26,PHI 94%; DET 6%
395,SEADUBB-2,SEADUBB,12,20,0.067417,0.0,0.03448,20017.04,BAL 97%; DAL 2%
396,R8RFAN99-1,R8RFAN99,12,20,0.074588,0.0,0.0364,19999.27,BAL 64%; PHI 35%
397,JPGERM-3,JPGERM,12,20,0.081839,0.0,0.03656,19981.33,PHI 90%; KC 7%; DAL 2%
398,JJARVIS117-4,JJARVIS117,12,20,0.075065,0.0,0.03904,19969.1,PHI 90%; KC 7%; DAL 2%
399,DR. LEO MARVIN-2,DR. LEO MARVIN,12,20,0.06278,0.0,0.0284,19875.66,BAL 93%; KC 5%; DAL 1%
400,FATFRANKIE-9,FATFRANKIE,12,20,0.047946,0.0,0.02568,19754.06,BAL 99%; DAL 1%
401,TONY MOG1-3,TONY MOG1,12,20,0.071854,0.0,0.0304,19724.39,PHI 90%; KC 7%; DAL 2%
402,1BTMCO-4,1BTMCO,12,20,0.058072,0.0,0.01832,19718.83,PHI 89%; KC 7%; DAL 3%
403,MD 10-10,MD 10,12,20,0.064138,0.0,0.0272,19689.5,BAL 63%; PHI 34%; DET 2%
404,TD_EP_2025-2,TD_EP_2025,12,20,0.069867,0.0,0.0408,19676.31,PHI 97%; DAL 2%
405,MAN IN THE BOX-7,MAN IN THE BOX,12,20,0.052517,0.0,0.0276,19671.1,BAL 90%; KC 4%; GB 3%
406,BUCKWHEAT42-3,BUCKWHEAT42,12,20,0.057392,0.0,0.03944,19658.57,BAL 63%; PHI 34%; KC 3%
407,SIGMA SQUIRREL-1,SIGMA SQUIRREL,12,20,0.06361,0.0,0.03272,19627.31,BAL 98%; DAL 1%
408,BOLT UP!-1,BOLT UP!,12,20,0.089108,0.0,0.03232,19615.52,PHI 86%; KC 6%; DET 5%
409,SCORPION KINGS-1,SCORPION KINGS,12,20,0.067237,0.0,0.03064,19592.75,PHI 86%; KC 6%; DET 5%
410,JERSEYGUADALUPE-1,JERSEYGUADALUPE,12,20,0.046114,0.0,0.02904,19576.65,PHI 92%; KC 7%
411,MATCH 'EM HILO-6,MATCH 'EM HILO,12,20,0.058086,0.0,0.04432,19572.88,PHI 88%; KC 7%; DET 5%
412,JASON KNOWS BALL-1,JASON KNOWS BALL,12,20,0.058459,0.0,0.03216,19563.65,BAL 94%; KC 4%; DAL 1%
413,FANCY FEET 4-1,FANCY FEET 4,12,20,0.078571,0.0,0.04456,19551.23,PHI 97%; DAL 2%
414,DRAFTINGDONNA-2,DRAFTINGDONNA,12,20,0.067417,0.0,0.03104,19512.12,BAL 98%; DAL 1%
415,TEXASJACKACES-7,TEXASJACKACES,12,20,0.062765,0.0,0.02848,19509.57,BAL 62%; PHI 34%; KC 3%
416,GHOSTBUSTERS-5,GHOSTBUSTERS,12,20,0.0662,0.0,0.02776,19497.85,BAL 46%; PHI 45%; KC 6%
417,FOX TUCK-3,FOX TUCK,12,20,0.058745,0.0,0.03288,19497.09,PHI 97%; DAL 2%
418,WILLY BALTERS-4,WILLY BALTERS,12,20,0.061483,0.0,0.03504,19492.58,PHI 91%; KC 7%; DAL 2%
419,BTC BULLS-10,BTC BULLS,12,20,0.072202,0.0,0.03592,19478.17,DET 53%; DAL 19%; PHI 19%
420,JUICY KEWCHI-7,JUICY KEWCHI,12,20,0.060358,0.0,0.02752,19454.33,PHI 97%; DAL 2%
421,Mappin-7,Mappin,12,20,0.064561,0.0,0.02968,19437.65,BAL 63%; PHI 34%; KC 3%
422,THIRD TIME CHARM-4,THIRD TIME CHARM,12,20,0.051446,0.0,0.0336,19396.84,PHI 97%; DAL 2%
423,DR. VAN NOSTRAND-2,DR. VAN NOSTRAND,12,20,0.073167,0.0,0.0312,19375.16,PHI 90%; KC 7%; DAL 2%
424,MUCKED NUTS-6,MUCKED NUTS,12,20,0.049429,0.0,0.03376,19306.29,BAL 56%; PHI 40%; KC 3%
425,RICKSKINS-6,RICKSKINS,12,20,0.053262,0.0,0.03544,19270.58,BAL 95%; KC 4%
426,NOVAK-5,NOVAK,12,20,0.060176,0.0,0.04184,19227.12,BAL 63%; PHI 35%; GB 2%
427,MAPLE EYES-1,MAPLE EYES,12,20,0.06492,0.0,0.03448,19209.93,PHI 86%; KC 6%; GB 5%
428,CBRANCH-4,CBRANCH,12,20,0.050935,0.0,0.02864,19207.61,BAL 98%; CIN 1%
429,Corner Bar-1,Corner Bar,12,20,0.066113,0.0,0.02624,19189.0,BAL 62%; PHI 34%; KC 3%
430,CRUNCHWRAP KINGS-1,CRUNCHWRAP KINGS,12,20,0.061483,0.0,0.03184,19162.76,PHI 90%; KC 7%; DAL 2%
431,JOHNY KASHFLOW-4,JOHNY KASHFLOW,12,20,0.06804,0.0,0.03672,19144.22,PHI 90%; KC 7%; DAL 2%
432,KAYGOSPORTS-4,KAYGOSPORTS,12,20,0.09555,0.0,0.04864,19131.71,PHI 64%; DET 23%; DAL 8%
433,Bulldog24-2,Bulldog24,12,20,0.069708,0.0,0.03336,19095.39,BAL 95%; KC 4%; DAL 1%
434,ADMIRALS-4,ADMIRALS,12,20,0.067058,0.0,0.04,19061.27,PHI 90%; KC 7%; DAL 2%
435,D.Q. DAN-4,D.Q. DAN,12,20,0.051511,0.0,0.02968,19057.59,BAL 99%
436,CO.LE.MA.AU-8,CO.LE.MA.AU,12,20,0.075102,0.0,0.03128,19050.7,PHI 96%; KC 2%; DAL 1%
