rank,entry,contestant,wins,teams_remaining,optimal_win_path_prob,optimal_ev_path_score,survival_prob,fair_value,predicted_next_picks
1,SYNTH-10741,SYNTH-10741,0,32,0.001319,0.0,0.00048,7500.98,BUF 50%; NE 13%; IND 9%
5333,SYNTH-08309,SYNTH-08309,0,32,0.001319,0.0,0.00032,1289.47,BUF 39%; NE 15%; IND 8%
5334,SYNTH-10091,SYNTH-10091,0,32,0.001319,0.0,0.00016,1289.11,BUF 38%; NE 12%; IND 8%
5335,SYNTH-21085,SYNTH-21085,0,32,0.001319,0.0,0.00032,1289.01,BUF 35%; NE 14%; BAL 8%
5336,SYNTH-13022,SYNTH-13022,0,32,0.001319,0.0,0.0004,1287.64,BUF 50%; NE 14%; IND 9%
5337,SYNTH-14781,SYNTH-14781,0,32,0.001319,0.0,0.0004,1286.91,BUF 44%; NE 13%; IND 9%
5338,SYNTH-18682,SYNTH-18682,0,32,0.001319,0.0,0.0004,1286.3,BUF 49%; NE 14%; IND 7%
5339,SYNTH-18952,SYNTH-18952,0,32,0.001319,0.0,0.00024,1286.2,BUF 49%; NE 15%; IND 7%
5340,SYNTH-02522,SYNTH-02522,0,32,0.001319,0.0,0.00024,1285.68,BUF 39%; NE 15%; IND 8%
5341,SYNTH-16801,SYNTH-16801,0,32,0.001319,0.0,0.00032,1285.38,BUF 48%; NE 12%; IND 10%
5342,SYNTH-12854,SYNTH-12854,0,32,0.001319,0.0,0.00016,1283.86,BUF 40%; NE 11%; IND 9%
5343,SYNTH-04348,SYNTH-04348,0,32,0.001319,0.0,0.00016,1283.86,BUF 39%; NE 14%; IND 8%
5344,SYNTH-12393,SYNTH-12393,0,32,0.001319,0.0,0.00016,1283.69,BUF 50%; IND 12%; NE 11%
5345,SYNTH-04136,SYNTH-04136,0,32,0.001319,0.0,0.00016,1283.69,BUF 28%; NE 13%; IND 7%
5346,SYNTH-06658,SYNTH-06658,0,32,0.001319,0.0,0.00016,1283.69,BUF 44%; NE 16%; IND 8%
5347,SYNTH-11177,SYNTH-11177,0,32,0.001319,0.0,0.00016,1283.67,BUF 43%; NE 10%; BAL 10%
5348,SYNTH-10835,SYNTH-10835,0,32,0.001319,0.0,0.00016,1283.65,BUF 35%; NE 14%; IND 8%
5349,SYNTH-01116,SYNTH-01116,0,32,0.001319,0.0,0.00024,1283.32,BUF 47%; NE 14%; IND 9%
5350,SYNTH-04745,SYNTH-04745,0,32,0.001319,0.0,0.00032,1283.32,BUF 51%; NE 12%; IND 10%
5351,SYNTH-02976,SYNTH-02976,0,32,0.001319,0.0,0.00032,1283.32,BUF 35%; NE 12%; IND 9%
5352,SYNTH-23432,SYNTH-23432,0,32,0.001319,0.0,0.00016,1282.91,BUF 41%; NE 13%; BAL 9%
5353,SYNTH-03767,SYNTH-03767,0,32,0.001319,0.0,0.00024,1282.56,BUF 41%; NE 13%; IND 9%
5354,SYNTH-23148,SYNTH-23148,0,32,0.001319,0.0,0.00016,1282.37,BUF 47%; NE 13%; IND 10%
5355,SYNTH-21130,SYNTH-21130,0,32,0.001319,0.0,0.00016,1282.28,BUF 46%; NE 10%; IND 10%
5356,SYNTH-23156,SYNTH-23156,0,32,0.001319,0.0,0.00024,1282.22,BUF 35%; NE 13%; IND 8%
5357,SYNTH-13691,SYNTH-13691,0,32,0.001319,0.0,0.00016,1282.15,BUF 37%; NE 11%; IND 9%
5358,SYNTH-03567,SYNTH-03567,0,32,0.001319,0.0,0.00024,1282.13,BUF 40%; NE 14%; IND 8%
5359,SYNTH-04591,SYNTH-04591,0,32,0.001319,0.0,0.00024,1281.99,BUF 42%; NE 12%; IND 9%
5360,SYNTH-09455,SYNTH-09455,0,32,0.001319,0.0,0.00032,1281.86,BUF 42%; NE 14%; IND 8%
5361,SYNTH-11008,SYNTH-11008,0,32,0.001319,0.0,0.00032,1281.5,BUF 52%; NE 15%; IND 7%
5362,SYNTH-08910,SYNTH-08910,0,32,0.001319,0.0,0.00024,1281.17,BUF 36%; NE 13%; IND 8%
5363,SYNTH-12493,SYNTH-12493,0,32,0.001319,0.0,0.00016,1281.12,BUF 37%; NE 14%; IND 8%
5364,SYNTH-04027,SYNTH-04027,0,32,0.001319,0.0,0.0004,1280.87,BUF 50%; NE 12%; IND 10%
5365,SYNTH-15538,SYNTH-15538,0,32,0.001319,0.0,0.00016,1280.1,BUF 41%; NE 13%; IND 9%
5366,SYNTH-02763,SYNTH-02763,0,32,0.001319,0.0,0.00032,1279.85,BUF 50%; NE 12%; IND 10%
5367,SYNTH-15397,SYNTH-15397,0,32,0.001319,0.0,0.00016,1279.54,BUF 41%; NE 15%; IND 8%
5368,SYNTH-05519,SYNTH-05519,0,32,0.001319,0.0,0.00024,1279.53,BUF 41%; BAL 10%; NE 10%
5369,SYNTH-11688,SYNTH-11688,0,32,0.001319,0.0,0.00032,1279.26,BUF 38%; NE 11%; IND 10%
5370,SYNTH-14672,SYNTH-14672,0,32,0.001319,0.0,0.0004,1279.24,BUF 49%; NE 11%; IND 10%
5371,SYNTH-02181,SYNTH-02181,0,32,0.001319,0.0,0.00016,1279.2,BUF 43%; NE 14%; IND 8%
5372,SYNTH-02299,SYNTH-02299,0,32,0.001319,0.0,0.00024,1278.61,BUF 48%; NE 13%; IND 9%
5373,SYNTH-04895,SYNTH-04895,0,32,0.001319,0.0,0.00032,1278.23,BUF 51%; NE 15%; IND 8%
5374,SYNTH-22763,SYNTH-22763,0,32,0.001319,0.0,0.00024,1278.2,BUF 50%; NE 14%; IND 9%
5375,SYNTH-12642,SYNTH-12642,0,32,0.001319,0.0,0.00024,1277.96,BUF 47%; NE 12%; IND 10%
5376,SYNTH-12898,SYNTH-12898,0,32,0.001319,0.0,0.00016,1277.79,BUF 44%; NE 13%; IND 8%
5377,SYNTH-14484,SYNTH-14484,0,32,0.001319,0.0,0.00016,1277.19,BUF 42%; NE 13%; BAL 8%
5378,SYNTH-04137,SYNTH-04137,0,32,0.001319,0.0,0.00016,1276.68,BUF 34%; NE 11%; IND 8%
5379,SYNTH-22433,SYNTH-22433,0,32,0.001319,0.0,0.00016,1276.1,BUF 44%; NE 11%; IND 11%
5380,SYNTH-22382,SYNTH-22382,0,32,0.001319,0.0,0.00016,1276.1,BUF 38%; NE 12%; IND 9%
5381,SYNTH-09254,SYNTH-09254,0,32,0.001319,0.0,0.00016,1276.1,BUF 39%; NE 12%; IND 9%
5382,SYNTH-01782,SYNTH-01782,0,32,0.001319,0.0,0.00016,1276.06,BUF 24%; NE 12%; SF 6%
5383,SYNTH-09147,SYNTH-09147,0,32,0.001319,0.0,0.00024,1275.89,BUF 53%; NE 12%; IND 10%
5384,SYNTH-15588,SYNTH-15588,0,32,0.001319,0.0,0.00024,1275.78,BUF 42%; NE 14%; IND 8%
5385,SYNTH-05977,SYNTH-05977,0,32,0.001319,0.0,0.0004,1275.64,BUF 43%; NE 11%; IND 9%
5386,SYNTH-15526,SYNTH-15526,0,32,0.001319,0.0,0.00024,1275.47,BUF 35%; NE 13%; BAL 8%
5387,SYNTH-19636,SYNTH-19636,0,32,0.001319,0.0,0.00016,1275.36,BUF 48%; NE 12%; IND 11%
5388,SYNTH-07664,SYNTH-07664,0,32,0.001319,0.0,0.00024,1275.34,BUF 42%; NE 16%; IND 8%
5389,SYNTH-04755,SYNTH-04755,0,32,0.001319,0.0,0.00032,1275.34,BUF 43%; NE 13%; IND 9%
5390,SYNTH-09131,SYNTH-09131,0,32,0.001319,0.0,0.00032,1275.28,BUF 59%; NE 12%; IND 9%
5391,SYNTH-01853,SYNTH-01853,0,32,0.001319,0.0,0.00024,1275.25,BUF 60%; NE 12%; IND 9%
5392,SYNTH-21190,SYNTH-21190,0,32,0.001319,0.0,0.00016,1274.46,BUF 37%; NE 12%; IND 9%
5393,SYNTH-01822,SYNTH-01822,0,32,0.001319,0.0,0.00032,1274.09,BUF 37%; NE 14%; IND 8%
5394,SYNTH-20761,SYNTH-20761,0,32,0.001319,0.0,0.00016,1272.21,BUF 43%; NE 15%; IND 8%
5395,SYNTH-06266,SYNTH-06266,0,32,0.001319,0.0,0.00016,1272.21,BUF 36%; NE 11%; IND 9%
5396,SYNTH-22439,SYNTH-22439,0,32,0.001319,0.0,0.00024,1271.14,BUF 48%; NE 14%; IND 9%
5397,SYNTH-20976,SYNTH-20976,0,32,0.001319,0.0,0.00016,1270.97,BUF 27%; NE 11%; IND 8%
5398,SYNTH-10952,SYNTH-10952,0,32,0.001319,0.0,0.00016,1270.94,BUF 52%; NE 14%; IND 8%
5399,SYNTH-12915,SYNTH-12915,0,32,0.001319,0.0,0.00024,1270.48,BUF 39%; NE 14%; IND 9%
5400,SYNTH-01684,SYNTH-01684,0,32,0.001319,0.0,0.00024,1270.11,BUF 43%; NE 12%; IND 9%
5401,SYNTH-19398,SYNTH-19398,0,32,0.001319,0.0,0.00032,1270.03,BUF 52%; NE 14%; IND 8%
5402,SYNTH-12719,SYNTH-12719,0,32,0.001319,0.0,0.00016,1269.98,BUF 38%; NE 10%; IND 10%
5403,SYNTH-06050,SYNTH-06050,0,32,0.001319,0.0,0.00024,1269.77,BUF 48%; BAL 12%; IND 10%
5404,SYNTH-14249,SYNTH-14249,0,32,0.001319,0.0,0.00016,1269.17,BUF 37%; NE 12%; IND 9%
5405,SYNTH-08837,SYNTH-08837,0,32,0.001319,0.0,0.00016,1269.17,BUF 41%; IND 11%; NE 10%
5406,SYNTH-06736,SYNTH-06736,0,32,0.001319,0.0,0.00016,1269.17,BUF 45%; NE 15%; IND 8%
5407,SYNTH-16965,SYNTH-16965,0,32,0.001319,0.0,0.00016,1269.17,BUF 48%; NE 12%; IND 9%
5408,SYNTH-13536,SYNTH-13536,0,32,0.001319,0.0,0.00016,1269.17,BUF 36%; NE 14%; IND 8%
5409,SYNTH-18669,SYNTH-18669,0,32,0.001319,0.0,0.00024,1269.13,BUF 47%; NE 15%; IND 8%
5410,SYNTH-16060,SYNTH-16060,0,32,0.001319,0.0,0.0004,1268.4,BUF 40%; NE 16%; IND 7%
5411,SYNTH-04181,SYNTH-04181,0,32,0.001319,0.0,0.0004,1268.39,BUF 49%; NE 13%; IND 9%
5412,SYNTH-07310,SYNTH-07310,0,32,0.001319,0.0,0.00024,1268.11,BUF 56%; NE 12%; IND 11%
5413,SYNTH-11203,SYNTH-11203,0,32,0.001319,0.0,0.0004,1267.93,BUF 47%; NE 13%; IND 9%
5414,SYNTH-22346,SYNTH-22346,0,32,0.001319,0.0,0.00024,1267.47,BUF 52%; NE 13%; IND 9%
5415,SYNTH-05721,SYNTH-05721,0,32,0.001319,0.0,0.00016,1267.43,BUF 36%; NE 13%; IND 8%
5416,SYNTH-02170,SYNTH-02170,0,32,0.001319,0.0,0.00016,1267.17,BUF 49%; NE 12%; IND 10%
5417,SYNTH-20702,SYNTH-20702,0,32,0.001319,0.0,0.0004,1266.77,BUF 40%; NE 11%; BAL 10%
5418,SYNTH-14680,SYNTH-14680,0,32,0.001319,0.0,0.00024,1266.59,BUF 43%; NE 15%; IND 8%
5419,SYNTH-19910,SYNTH-19910,0,32,0.001319,0.0,0.00032,1266.19,BUF 49%; NE 13%; IND 9%
5420,SYNTH-13501,SYNTH-13501,0,32,0.001319,0.0,0.00032,1266.0,BUF 43%; NE 10%; BAL 10%
5421,SYNTH-04476,SYNTH-04476,0,32,0.001319,0.0,0.00016,1265.93,BUF 50%; NE 13%; IND 10%
5422,SYNTH-10582,SYNTH-10582,0,32,0.001319,0.0,0.00016,1265.7,BUF 41%; NE 10%; BAL 10%
5423,SYNTH-04610,SYNTH-04610,0,32,0.001319,0.0,0.00016,1265.31,BUF 48%; NE 12%; IND 10%
5424,SYNTH-21857,SYNTH-21857,0,32,0.001319,0.0,0.0004,1265.17,BUF 44%; NE 14%; IND 8%
5425,SYNTH-18668,SYNTH-18668,0,32,0.001319,0.0,0.00016,1265.01,BUF 42%; NE 11%; IND 9%
5426,SYNTH-08605,SYNTH-08605,0,32,0.001319,0.0,0.00032,1264.9,BUF 38%; NE 14%; IND 8%
5427,SYNTH-18508,SYNTH-18508,0,32,0.001319,0.0,0.00024,1264.61,BUF 42%; NE 12%; IND 9%
5428,SYNTH-19951,SYNTH-19951,0,32,0.001319,0.0,0.00032,1263.78,BUF 37%; NE 13%; IND 10%
5429,SYNTH-04489,SYNTH-04489,0,32,0.001319,0.0,0.00024,1263.56,BUF 51%; NE 12%; IND 9%
5430,SYNTH-22043,SYNTH-22043,0,32,0.001319,0.0,0.0004,1263.47,BUF 47%; NE 14%; IND 8%
5431,SYNTH-21296,SYNTH-21296,0,32,0.001319,0.0,0.0004,1263.37,BUF 44%; NE 11%; BAL 9%
5432,SYNTH-08954,SYNTH-08954,0,32,0.001319,0.0,8e-05,1263.16,BUF 30%; NE 12%; IND 8%
5433,SYNTH-19113,SYNTH-19113,0,32,0.001319,0.0,8e-05,1263.16,BUF 35%; NE 12%; IND 8%
5434,SYNTH-16466,SYNTH-16466,0,32,0.001319,0.0,8e-05,1263.16,BUF 38%; NE 16%; IND 7%
5435,SYNTH-20902,SYNTH-20902,0,32,0.001319,0.0,8e-05,1263.16,BUF 43%; NE 13%; IND 9%
5436,SYNTH-12241,SYNTH-12241,0,32,0.001319,0.0,8e-05,1263.16,BUF 39%; NE 13%; IND 8%
5437,SYNTH-04025,SYNTH-04025,0,32,0.001319,0.0,8e-05,1263.16,BUF 48%; NE 17%; IND 7%
5438,SYNTH-09595,SYNTH-09595,0,32,0.001319,0.0,8e-05,1263.16,BUF 39%; NE 12%; IND 10%
5439,SYNTH-15920,SYNTH-15920,0,32,0.001319,0.0,8e-05,1263.16,BUF 26%; BAL 12%; NE 9%
5440,SYNTH-22871,SYNTH-22871,0,32,0.001319,0.0,8e-05,1263.16,BUF 54%; NE 13%; IND 10%
5441,SYNTH-10758,SYNTH-10758,0,32,0.001319,0.0,8e-05,1263.16,BUF 35%; NE 11%; BAL 10%
5442,SYNTH-11550,SYNTH-11550,0,32,0.001319,0.0,8e-05,1263.16,BUF 34%; NE 14%; IND 8%
5443,SYNTH-02278,SYNTH-02278,0,32,0.001319,0.0,8e-05,1263.16,BUF 36%; NE 12%; IND 9%
5444,SYNTH-03631,SYNTH-03631,0,32,0.001319,0.0,8e-05,1263.16,BUF 36%; NE 11%; IND 10%
5445,SYNTH-18904,SYNTH-18904,0,32,0.001319,0.0,8e-05,1263.16,BUF 48%; NE 14%; IND 9%
5446,SYNTH-10080,SYNTH-10080,0,32,0.001319,0.0,8e-05,1263.16,BUF 32%; NE 11%; IND 8%
5447,SYNTH-13816,SYNTH-13816,0,32,0.001319,0.0,8e-05,1263.16,BUF 30%; NE 11%; IND 9%
5448,SYNTH-04316,SYNTH-04316,0,32,0.001319,0.0,8e-05,1263.16,BUF 46%; NE 14%; IND 9%
5449,SYNTH-07921,SYNTH-07921,0,32,0.001319,0.0,8e-05,1263.16,BUF 39%; NE 11%; IND 10%
5450,SYNTH-03680,SYNTH-03680,0,32,0.001319,0.0,0.00032,1262.88,BUF 40%; NE 13%; IND 10%
5451,SYNTH-04244,SYNTH-04244,0,32,0.001319,0.0,0.00032,1262.08,BUF 48%; IND 11%; NE 10%
5452,SYNTH-06018,SYNTH-06018,0,32,0.001319,0.0,0.00016,1261.9,BUF 48%; NE 15%; IND 8%
5453,SYNTH-12814,SYNTH-12814,0,32,0.001319,0.0,0.00016,1260.67,BUF 48%; NE 13%; IND 9%
5454,SYNTH-01433,SYNTH-01433,0,32,0.001319,0.0,0.00016,1260.29,BUF 41%; NE 13%; IND 9%
5455,SYNTH-13771,SYNTH-13771,0,32,0.001319,0.0,0.00024,1260.22,BUF 43%; NE 15%; IND 8%
5456,SYNTH-19533,SYNTH-19533,0,32,0.001319,0.0,0.00016,1260.08,BUF 40%; NE 12%; BAL 9%
5457,SYNTH-22863,SYNTH-22863,0,32,0.001319,0.0,0.0004,1259.61,BUF 53%; NE 11%; IND 9%
5458,SYNTH-23692,SYNTH-23692,0,32,0.001319,0.0,0.00016,1259.5,BUF 34%; NE 12%; IND 9%
5459,SYNTH-21608,SYNTH-21608,0,32,0.001319,0.0,0.00032,1259.39,BUF 47%; NE 12%; IND 9%
5460,SYNTH-11602,SYNTH-11602,0,32,0.001319,0.0,0.00016,1259.26,BUF 46%; NE 12%; IND 10%
5461,SYNTH-11960,SYNTH-11960,0,32,0.001319,0.0,0.00024,1259.15,BUF 40%; NE 10%; IND 9%
5462,SYNTH-11528,SYNTH-11528,0,32,0.001319,0.0,0.00016,1257.53,BUF 49%; NE 14%; IND 9%
5463,SYNTH-03255,SYNTH-03255,0,32,0.001319,0.0,0.00016,1257.0,BUF 44%; NE 14%; IND 8%
5464,SYNTH-04683,SYNTH-04683,0,32,0.001319,0.0,0.00032,1256.77,BUF 42%; NE 17%; IND 7%
5465,SYNTH-08043,SYNTH-08043,0,32,0.001319,0.0,0.00024,1256.68,BUF 50%; NE 13%; IND 10%
5466,SYNTH-14384,SYNTH-14384,0,32,0.001319,0.0,0.00032,1256.38,BUF 40%; NE 13%; IND 8%
5467,SYNTH-07703,SYNTH-07703,0,32,0.001319,0.0,0.00048,1256.04,BUF 43%; NE 12%; IND 8%
5468,SYNTH-01184,SYNTH-01184,0,32,0.001319,0.0,0.00024,1255.62,BUF 41%; NE 12%; IND 9%
5469,SYNTH-03359,SYNTH-03359,0,32,0.001319,0.0,0.00016,1254.37,BUF 36%; NE 12%; IND 10%
5470,SYNTH-23939,SYNTH-23939,0,32,0.001319,0.0,0.00016,1254.37,BUF 26%; NE 11%; IND 7%
5471,SYNTH-18863,SYNTH-18863,0,32,0.001319,0.0,0.0004,1254.3,BUF 49%; NE 14%; IND 9%
5472,SYNTH-16307,SYNTH-16307,0,32,0.001319,0.0,0.00016,1253.79,BUF 41%; NE 13%; IND 9%
5473,SYNTH-21388,SYNTH-21388,0,32,0.001319,0.0,0.00016,1253.62,BUF 42%; NE 14%; IND 9%
5474,SYNTH-20999,SYNTH-20999,0,32,0.001319,0.0,0.00016,1252.92,BUF 48%; NE 13%; IND 9%
5475,SYNTH-13297,SYNTH-13297,0,32,0.001319,0.0,0.00016,1252.9,BUF 60%; NE 11%; IND 10%
5476,SYNTH-06870,SYNTH-06870,0,32,0.001319,0.0,0.0004,1252.37,BUF 44%; NE 11%; IND 9%
5477,SYNTH-14071,SYNTH-14071,0,32,0.001319,0.0,0.00024,1252.12,BUF 60%; IND 10%; NE 9%
5478,SYNTH-17539,SYNTH-17539,0,32,0.001319,0.0,0.00024,1251.59,BUF 34%; NE 16%; SF 7%
5479,SYNTH-18097,SYNTH-18097,0,32,0.001319,0.0,0.00032,1251.2,BUF 43%; NE 11%; IND 9%
5480,SYNTH-22733,SYNTH-22733,0,32,0.001319,0.0,0.00024,1251.15,BUF 41%; NE 13%; IND 9%
5481,SYNTH-11207,SYNTH-11207,0,32,0.001319,0.0,0.00032,1250.88,BUF 53%; NE 13%; IND 10%
5482,SYNTH-12096,SYNTH-12096,0,32,0.001319,0.0,0.0004,1250.63,BUF 42%; NE 12%; BAL 9%
5483,SYNTH-23603,SYNTH-23603,0,32,0.001319,0.0,0.00016,1250.38,BUF 42%; NE 13%; IND 8%
5484,SYNTH-11039,SYNTH-11039,0,32,0.001319,0.0,0.00032,1250.11,BUF 41%; NE 16%; IND 7%
5485,SYNTH-19813,SYNTH-19813,0,32,0.001319,0.0,0.00016,1249.85,BUF 52%; IND 12%; NE 10%
5486,SYNTH-16398,SYNTH-16398,0,32,0.001319,0.0,0.00024,1249.53,BUF 47%; NE 12%; IND 10%
5487,SYNTH-02924,SYNTH-02924,0,32,0.001319,0.0,0.00016,1249.25,BUF 47%; NE 12%; IND 11%
5488,SYNTH-11823,SYNTH-11823,0,32,0.001319,0.0,0.00024,1248.93,BUF 54%; NE 14%; IND 9%
5489,SYNTH-14998,SYNTH-14998,0,32,0.001319,0.0,0.00024,1248.8,BUF 50%; NE 13%; IND 9%
5490,SYNTH-23101,SYNTH-23101,0,32,0.001319,0.0,0.00024,1248.75,BUF 51%; NE 14%; IND 8%
5491,SYNTH-00989,SYNTH-00989,0,32,0.001319,0.0,0.00024,1248.31,BUF 41%; NE 13%; IND 9%
5492,SYNTH-05482,SYNTH-05482,0,32,0.001319,0.0,0.00048,1247.98,BUF 58%; NE 11%; IND 9%
5493,SYNTH-12318,SYNTH-12318,0,32,0.001319,0.0,0.00024,1247.16,BUF 52%; NE 13%; IND 9%
5494,SYNTH-06660,SYNTH-06660,0,32,0.001319,0.0,0.00032,1246.92,BUF 45%; NE 12%; IND 10%
5495,SYNTH-01580,SYNTH-01580,0,32,0.001319,0.0,0.00016,1246.75,BUF 55%; NE 12%; IND 9%
5496,SYNTH-23689,SYNTH-23689,0,32,0.001319,0.0,0.00016,1246.75,BUF 46%; NE 12%; IND 10%
5497,SYNTH-12954,SYNTH-12954,0,32,0.001319,0.0,0.00016,1246.2,BUF 46%; NE 11%; IND 10%
5498,SYNTH-20636,SYNTH-20636,0,32,0.001319,0.0,0.00032,1246.1,BUF 51%; IND 11%; NE 10%
5499,SYNTH-13373,SYNTH-13373,0,32,0.001319,0.0,0.0004,1245.96,BUF 45%; NE 14%; IND 8%
5500,SYNTH-18612,SYNTH-18612,0,32,0.001319,0.0,0.00024,1245.66,BUF 46%; NE 13%; IND 9%
5501,SYNTH-01292,SYNTH-01292,0,32,0.001319,0.0,0.00016,1245.33,BUF 48%; NE 13%; IND 9%
5502,SYNTH-09841,SYNTH-09841,0,32,0.001319,0.0,0.00016,1245.33,BUF 29%; NE 13%; BAL 8%
5503,SYNTH-12436,SYNTH-12436,0,32,0.001319,0.0,0.00016,1245.33,BUF 43%; NE 14%; IND 8%
5504,SYNTH-17704,SYNTH-17704,0,32,0.001319,0.0,0.00016,1245.33,BUF 35%; NE 14%; IND 7%
5505,SYNTH-05111,SYNTH-05111,0,32,0.001319,0.0,0.00024,1245.05,BUF 47%; NE 11%; IND 10%
5506,SYNTH-04300,SYNTH-04300,0,32,0.001319,0.0,0.00024,1244.59,BUF 48%; NE 11%; BAL 8%
5507,SYNTH-21645,SYNTH-21645,0,32,0.001319,0.0,0.00016,1244.53,BUF 46%; NE 13%; IND 10%
5508,SYNTH-11921,SYNTH-11921,0,32,0.001319,0.0,0.00016,1243.94,BUF 52%; NE 13%; IND 9%
5509,SYNTH-17452,SYNTH-17452,0,32,0.001319,0.0,0.00016,1243.94,BUF 32%; NE 12%; IND 9%
5510,SYNTH-14012,SYNTH-14012,0,32,0.001319,0.0,0.00024,1243.82,BUF 52%; NE 13%; IND 10%
5511,SYNTH-18946,SYNTH-18946,0,32,0.001319,0.0,0.00024,1243.19,BUF 40%; NE 12%; IND 9%
5512,SYNTH-06680,SYNTH-06680,0,32,0.001319,0.0,0.00024,1242.96,BUF 52%; NE 12%; IND 9%
5513,SYNTH-22013,SYNTH-22013,0,32,0.001319,0.0,0.00024,1242.89,BUF 45%; NE 12%; IND 10%
5514,SYNTH-19449,SYNTH-19449,0,32,0.001319,0.0,0.00016,1241.85,BUF 37%; IND 11%; NE 10%
5515,SYNTH-05337,SYNTH-05337,0,32,0.001319,0.0,0.00016,1241.85,BUF 47%; NE 13%; IND 9%
5516,SYNTH-07054,SYNTH-07054,0,32,0.001319,0.0,0.00048,1241.71,BUF 35%; NE 12%; BAL 11%
5517,SYNTH-13055,SYNTH-13055,0,32,0.001319,0.0,0.00032,1241.7,BUF 54%; NE 12%; IND 9%
5518,SYNTH-21607,SYNTH-21607,0,32,0.001319,0.0,0.00048,1241.56,BUF 44%; NE 15%; IND 8%
5519,SYNTH-10457,SYNTH-10457,0,32,0.001319,0.0,0.00024,1241.34,BUF 48%; NE 14%; IND 8%
5520,SYNTH-21842,SYNTH-21842,0,32,0.001319,0.0,0.00024,1241.0,BUF 43%; NE 14%; IND 8%
5521,SYNTH-15095,SYNTH-15095,0,32,0.001319,0.0,0.00032,1240.9,BUF 45%; NE 15%; IND 8%
5522,SYNTH-05619,SYNTH-05619,0,32,0.001319,0.0,0.0004,1240.54,BUF 48%; NE 16%; IND 8%
5523,SYNTH-17032,SYNTH-17032,0,32,0.001319,0.0,0.00016,1240.46,BUF 31%; NE 11%; IND 8%
5524,SYNTH-14401,SYNTH-14401,0,32,0.001319,0.0,0.00032,1240.04,BUF 51%; NE 11%; IND 9%
5525,SYNTH-21811,SYNTH-21811,0,32,0.001319,0.0,0.00016,1239.14,BUF 39%; NE 13%; BAL 8%
5526,SYNTH-22852,SYNTH-22852,0,32,0.001319,0.0,0.00016,1238.87,BUF 31%; NE 14%; SF 7%
5527,SYNTH-00200,SYNTH-00200,0,32,0.001319,0.0,0.00032,1238.44,BUF 47%; NE 13%; IND 9%
5528,SYNTH-17954,SYNTH-17954,0,32,0.001319,0.0,0.00016,1238.4,BUF 52%; IND 13%; NE 9%
5529,SYNTH-01596,SYNTH-01596,0,32,0.001319,0.0,0.00016,1238.4,BUF 42%; NE 13%; IND 9%
5530,SYNTH-16478,SYNTH-16478,0,32,0.001319,0.0,0.00032,1238.08,BUF 48%; NE 11%; IND 10%
5531,SYNTH-07103,SYNTH-07103,0,32,0.001319,0.0,0.00016,1237.91,BUF 39%; IND 11%; NE 10%
5532,SYNTH-02569,SYNTH-02569,0,32,0.001319,0.0,0.00016,1237.15,BUF 49%; NE 14%; IND 9%
5533,SYNTH-09617,SYNTH-09617,0,32,0.001319,0.0,0.00016,1237.15,BUF 37%; NE 13%; IND 9%
5534,SYNTH-20176,SYNTH-20176,0,32,0.001319,0.0,0.00016,1236.97,BUF 42%; NE 13%; IND 9%
5535,SYNTH-01575,SYNTH-01575,0,32,0.001319,0.0,0.00024,1235.68,BUF 43%; NE 13%; IND 9%
5536,SYNTH-21925,SYNTH-21925,0,32,0.001319,0.0,0.00016,1235.48,BUF 40%; NE 12%; BAL 8%
5537,SYNTH-10495,SYNTH-10495,0,32,0.001319,0.0,0.00016,1235.48,BUF 37%; NE 11%; BAL 9%
5538,SYNTH-04307,SYNTH-04307,0,32,0.001319,0.0,0.00032,1235.43,BUF 44%; NE 15%; IND 8%
5539,SYNTH-23283,SYNTH-23283,0,32,0.001319,0.0,0.00024,1235.31,BUF 41%; NE 12%; IND 9%
5540,SYNTH-07658,SYNTH-07658,0,32,0.001319,0.0,0.00024,1235.26,BUF 48%; NE 16%; IND 8%
5541,SYNTH-05044,SYNTH-05044,0,32,0.001319,0.0,0.00024,1234.9,BUF 55%; IND 12%; NE 11%
5542,SYNTH-12913,SYNTH-12913,0,32,0.001319,0.0,0.00032,1234.47,BUF 41%; NE 15%; IND 8%
5543,SYNTH-06667,SYNTH-06667,0,32,0.001319,0.0,0.00024,1234.27,BUF 45%; NE 13%; IND 10%
5544,SYNTH-09056,SYNTH-09056,0,32,0.001319,0.0,0.00016,1234.2,BUF 46%; NE 13%; IND 9%
5545,SYNTH-19285,SYNTH-19285,0,32,0.001319,0.0,0.00024,1234.05,BUF 42%; NE 13%; IND 10%
5546,SYNTH-08742,SYNTH-08742,0,32,0.001319,0.0,0.00024,1233.82,BUF 40%; NE 13%; IND 8%
5547,SYNTH-10718,SYNTH-10718,0,32,0.001319,0.0,0.0004,1233.73,BUF 43%; NE 12%; IND 10%
5548,SYNTH-18152,SYNTH-18152,0,32,0.001319,0.0,0.00016,1233.35,BUF 47%; NE 12%; IND 10%
5549,SYNTH-03437,SYNTH-03437,0,32,0.001319,0.0,0.00016,1232.76,BUF 30%; NE 12%; IND 8%
5550,SYNTH-19602,SYNTH-19602,0,32,0.001319,0.0,0.0004,1232.33,BUF 56%; NE 10%; IND 10%
5551,SYNTH-06917,SYNTH-06917,0,32,0.001319,0.0,0.00024,1232.06,BUF 45%; NE 12%; IND 10%
