rank,entry,contestant,wins,teams_remaining,optimal_win_path_prob,optimal_ev_path_score,survival_prob,fair_value,predicted_next_picks
1,SYNTH-11343,SYNTH-11343,0,32,0.002265,0.0,0.00096,8080.71,JAX 66%; LAC 6%; CIN 4%
7409,SYNTH-13574,SYNTH-13574,0,32,0.002265,0.0,0.00168,1080.47,JAX 80%; LAC 4%; CIN 3%
7410,SYNTH-08265,SYNTH-08265,0,32,0.002265,0.0,0.00048,1080.24,JAX 80%; LAC 4%; CIN 3%
7411,SYNTH-22546,SYNTH-22546,0,32,0.002265,0.0,0.00104,1080.22,JAX 77%; LAC 4%; CIN 3%
7412,SYNTH-21180,SYNTH-21180,0,32,0.002265,0.0,0.00096,1080.2,JAX 64%; LAC 6%; CIN 5%
7413,SYNTH-02724,SYNTH-02724,0,32,0.002265,0.0,0.00088,1080.18,JAX 73%; LAC 5%; CIN 3%
7414,SYNTH-00754,SYNTH-00754,0,32,0.002265,0.0,0.00064,1080.12,JAX 74%; LAC 5%; CIN 3%
7415,SYNTH-22127,SYNTH-22127,0,32,0.002265,0.0,0.00088,1080.12,JAX 73%; LAC 5%; CIN 3%
7416,SYNTH-12203,SYNTH-12203,0,32,0.002265,0.0,0.00096,1080.06,JAX 72%; LAC 5%; CIN 4%
7417,SYNTH-05118,SYNTH-05118,0,32,0.002265,0.0,0.00072,1080.03,JAX 75%; LAC 5%; CIN 3%
7418,SYNTH-12130,SYNTH-12130,0,32,0.002265,0.0,0.00088,1079.93,JAX 60%; LAC 6%; CIN 5%
7419,SYNTH-21293,SYNTH-21293,0,32,0.002265,0.0,0.00088,1079.88,JAX 66%; LAC 6%; CIN 4%
7420,SYNTH-05206,SYNTH-05206,0,32,0.002265,0.0,0.00064,1079.82,JAX 65%; LAC 6%; CIN 5%
7421,SYNTH-14540,SYNTH-14540,0,32,0.002265,0.0,0.00088,1079.79,JAX 76%; LAC 5%; CIN 3%
7422,SYNTH-16400,SYNTH-16400,0,32,0.002265,0.0,0.00064,1079.72,JAX 68%; LAC 5%; CIN 4%
7423,SYNTH-23965,SYNTH-23965,0,32,0.002265,0.0,0.00128,1079.71,JAX 69%; LAC 6%; CIN 4%
7424,SYNTH-11480,SYNTH-11480,0,32,0.002265,0.0,0.00048,1079.71,JAX 74%; LAC 5%; CIN 3%
7425,SYNTH-05592,SYNTH-05592,0,32,0.002265,0.0,0.00152,1079.7,JAX 74%; LAC 5%; CIN 3%
7426,SYNTH-13359,SYNTH-13359,0,32,0.002265,0.0,0.00048,1079.61,JAX 61%; LAC 6%; CIN 5%
7427,SYNTH-05765,SYNTH-05765,0,32,0.002265,0.0,0.00096,1079.39,JAX 71%; LAC 5%; CIN 4%
7428,SYNTH-01442,SYNTH-01442,0,32,0.002265,0.0,0.0008,1079.33,JAX 67%; LAC 6%; CIN 4%
7429,SYNTH-08295,SYNTH-08295,0,32,0.002265,0.0,0.00112,1079.29,JAX 70%; LAC 5%; CIN 4%
7430,SYNTH-18227,SYNTH-18227,0,32,0.002265,0.0,0.00056,1079.19,JAX 71%; LAC 5%; CIN 4%
7431,SYNTH-05556,SYNTH-05556,0,32,0.002265,0.0,0.00112,1079.16,JAX 69%; LAC 5%; CIN 4%
7432,SYNTH-04642,SYNTH-04642,0,32,0.002265,0.0,0.0008,1079.13,JAX 70%; LAC 5%; CIN 4%
7433,SYNTH-00020,SYNTH-00020,0,32,0.002265,0.0,0.00032,1079.09,JAX 51%; LAC 7%; CIN 6%
7434,SYNTH-03707,SYNTH-03707,0,32,0.002265,0.0,0.00064,1079.08,JAX 51%; LAC 7%; CIN 6%
7435,SYNTH-14297,SYNTH-14297,0,32,0.002265,0.0,0.00048,1078.99,JAX 56%; LAC 7%; CIN 6%
7436,SYNTH-14391,SYNTH-14391,0,32,0.002265,0.0,0.00088,1078.97,JAX 74%; LAC 5%; CIN 3%
7437,SYNTH-13330,SYNTH-13330,0,32,0.002265,0.0,0.0008,1078.88,JAX 61%; LAC 6%; CIN 5%
7438,SYNTH-19880,SYNTH-19880,0,32,0.002265,0.0,0.00064,1078.84,JAX 64%; LAC 6%; CIN 5%
7439,SYNTH-08932,SYNTH-08932,0,32,0.002265,0.0,0.00088,1078.83,JAX 73%; LAC 5%; CIN 3%
7440,SYNTH-03649,SYNTH-03649,0,32,0.002265,0.0,0.00072,1078.82,JAX 56%; LAC 7%; CIN 6%
7441,SYNTH-22434,SYNTH-22434,0,32,0.002265,0.0,0.0008,1078.66,JAX 66%; LAC 6%; CIN 4%
7442,SYNTH-15800,SYNTH-15800,0,32,0.002265,0.0,0.00112,1078.63,JAX 77%; LAC 5%; CIN 3%
7443,SYNTH-16423,SYNTH-16423,0,32,0.002265,0.0,0.00048,1078.24,JAX 55%; LAC 6%; CIN 6%
7444,SYNTH-19699,SYNTH-19699,0,32,0.002265,0.0,0.00104,1078.21,JAX 76%; LAC 5%; CIN 3%
7445,SYNTH-12674,SYNTH-12674,0,32,0.002265,0.0,0.00104,1078.19,JAX 76%; LAC 5%; DET 3%
7446,SYNTH-06951,SYNTH-06951,0,32,0.002265,0.0,0.00088,1078.15,JAX 65%; LAC 6%; CIN 5%
7447,SYNTH-10308,SYNTH-10308,0,32,0.002265,0.0,0.00104,1078.08,JAX 68%; LAC 5%; CIN 4%
7448,SYNTH-21341,SYNTH-21341,0,32,0.002265,0.0,0.00128,1078.03,JAX 88%; LAC 3%; DET 1%
7449,SYNTH-02842,SYNTH-02842,0,32,0.002265,0.0,0.0004,1077.99,JAX 58%; LAC 7%; CIN 5%
7450,SYNTH-00271,SYNTH-00271,0,32,0.002265,0.0,0.00136,1077.96,JAX 77%; LAC 5%; DET 3%
7451,SYNTH-03315,SYNTH-03315,0,32,0.002265,0.0,0.00112,1077.83,JAX 74%; LAC 5%; CIN 3%
7452,SYNTH-21418,SYNTH-21418,0,32,0.002265,0.0,0.00064,1077.81,JAX 62%; LAC 6%; CIN 5%
7453,SYNTH-08434,SYNTH-08434,0,32,0.002265,0.0,0.00064,1077.72,JAX 55%; LAC 6%; CIN 6%
7454,SYNTH-22821,SYNTH-22821,0,32,0.002265,0.0,0.00056,1077.68,JAX 55%; LAC 6%; CIN 6%
7455,SYNTH-23493,SYNTH-23493,0,32,0.002265,0.0,0.00088,1077.67,JAX 69%; LAC 5%; CIN 4%
7456,SYNTH-13771,SYNTH-13771,0,32,0.002265,0.0,0.00072,1077.61,JAX 66%; LAC 6%; CIN 4%
7457,SYNTH-14327,SYNTH-14327,0,32,0.002265,0.0,0.0008,1077.59,JAX 67%; LAC 6%; CIN 4%
7458,SYNTH-14306,SYNTH-14306,0,32,0.002265,0.0,0.00072,1077.32,JAX 54%; LAC 7%; CIN 6%
7459,SYNTH-15634,SYNTH-15634,0,32,0.002265,0.0,0.00064,1077.1,JAX 59%; LAC 6%; CIN 5%
7460,SYNTH-01679,SYNTH-01679,0,32,0.002265,0.0,0.00096,1077.0,JAX 67%; LAC 6%; CIN 4%
7461,SYNTH-02631,SYNTH-02631,0,32,0.002265,0.0,0.00048,1076.89,JAX 70%; LAC 6%; CIN 4%
7462,SYNTH-22904,SYNTH-22904,0,32,0.002265,0.0,0.00104,1076.77,JAX 70%; LAC 5%; CIN 4%
7463,SYNTH-18659,SYNTH-18659,0,32,0.002265,0.0,0.00048,1076.25,JAX 58%; LAC 6%; CIN 5%
7464,SYNTH-20839,SYNTH-20839,0,32,0.002265,0.0,0.00056,1076.2,JAX 76%; LAC 4%; CIN 3%
7465,SYNTH-09703,SYNTH-09703,0,32,0.002265,0.0,0.00016,1076.12,JAX 32%; HOU 9%; CIN 8%
7466,SYNTH-08334,SYNTH-08334,0,32,0.002265,0.0,0.00096,1076.08,JAX 72%; LAC 5%; CIN 4%
7467,SYNTH-13636,SYNTH-13636,0,32,0.002265,0.0,0.00136,1075.67,JAX 72%; LAC 5%; CIN 4%
7468,SYNTH-16092,SYNTH-16092,0,32,0.002265,0.0,0.00064,1075.62,JAX 67%; LAC 6%; CIN 4%
7469,SYNTH-13694,SYNTH-13694,0,32,0.002265,0.0,0.0008,1075.6,JAX 73%; LAC 5%; CIN 3%
7470,SYNTH-07706,SYNTH-07706,0,32,0.002265,0.0,0.00088,1075.57,JAX 72%; LAC 6%; DET 5%
7471,SYNTH-15838,SYNTH-15838,0,32,0.002265,0.0,0.00096,1075.35,JAX 77%; LAC 4%; CIN 3%
7472,SYNTH-13545,SYNTH-13545,0,32,0.002265,0.0,0.00048,1075.32,JAX 68%; LAC 5%; CIN 4%
7473,SYNTH-23842,SYNTH-23842,0,32,0.002265,0.0,0.00088,1075.28,JAX 67%; LAC 6%; CIN 4%
7474,SYNTH-13367,SYNTH-13367,0,32,0.002265,0.0,0.00104,1074.99,JAX 76%; LAC 5%; CIN 3%
7475,SYNTH-08802,SYNTH-08802,0,32,0.002265,0.0,0.00032,1074.92,JAX 72%; LAC 5%; CIN 4%
7476,SYNTH-00089,SYNTH-00089,0,32,0.002265,0.0,0.0008,1074.83,JAX 64%; LAC 6%; CIN 5%
7477,SYNTH-01179,SYNTH-01179,0,32,0.002265,0.0,0.0012,1074.65,JAX 73%; LAC 5%; CIN 4%
7478,SYNTH-09052,SYNTH-09052,0,32,0.002265,0.0,0.00104,1074.51,JAX 61%; LAC 6%; CIN 5%
7479,SYNTH-21443,SYNTH-21443,0,32,0.002265,0.0,0.00072,1074.51,JAX 50%; LAC 7%; CIN 6%
7480,SYNTH-03495,SYNTH-03495,0,32,0.002265,0.0,0.00056,1074.48,JAX 63%; LAC 6%; CIN 5%
7481,SYNTH-07999,SYNTH-07999,0,32,0.002265,0.0,0.00096,1074.37,JAX 61%; LAC 6%; CIN 5%
7482,SYNTH-12944,SYNTH-12944,0,32,0.002265,0.0,0.00048,1074.27,JAX 69%; LAC 5%; CIN 4%
7483,SYNTH-21690,SYNTH-21690,0,32,0.002265,0.0,0.0004,1074.2,JAX 62%; LAC 7%; CIN 5%
7484,SYNTH-23669,SYNTH-23669,0,32,0.002265,0.0,0.00104,1074.09,JAX 68%; LAC 5%; CIN 4%
7485,SYNTH-16875,SYNTH-16875,0,32,0.002265,0.0,0.00048,1073.88,JAX 61%; LAC 6%; CIN 5%
7486,SYNTH-17457,SYNTH-17457,0,32,0.002265,0.0,0.00064,1073.73,JAX 63%; LAC 6%; CIN 5%
7487,SYNTH-02971,SYNTH-02971,0,32,0.002265,0.0,0.00088,1073.71,JAX 66%; LAC 6%; CIN 4%
7488,SYNTH-21932,SYNTH-21932,0,32,0.002265,0.0,0.00072,1073.65,JAX 62%; LAC 6%; CIN 5%
7489,SYNTH-11646,SYNTH-11646,0,32,0.002265,0.0,0.0008,1073.34,JAX 67%; LAC 6%; DET 4%
7490,SYNTH-19357,SYNTH-19357,0,32,0.002265,0.0,0.00064,1073.31,JAX 75%; LAC 5%; CIN 3%
7491,SYNTH-06207,SYNTH-06207,0,32,0.002265,0.0,0.0004,1073.3,JAX 64%; LAC 6%; CIN 5%
7492,SYNTH-01935,SYNTH-01935,0,32,0.002265,0.0,0.0008,1073.21,JAX 78%; LAC 4%; CIN 3%
7493,SYNTH-09502,SYNTH-09502,0,32,0.002265,0.0,0.00088,1073.19,JAX 66%; LAC 6%; CIN 4%
7494,SYNTH-16127,SYNTH-16127,0,32,0.002265,0.0,0.00064,1073.16,JAX 69%; LAC 5%; CIN 4%
7495,SYNTH-05664,SYNTH-05664,0,32,0.002265,0.0,0.00128,1073.14,JAX 78%; LAC 5%; DET 3%
7496,SYNTH-14377,SYNTH-14377,0,32,0.002265,0.0,0.00064,1073.1,JAX 68%; LAC 5%; CIN 4%
7497,SYNTH-10256,SYNTH-10256,0,32,0.002265,0.0,0.0008,1073.1,JAX 63%; LAC 6%; CIN 5%
7498,SYNTH-05672,SYNTH-05672,0,32,0.002265,0.0,0.0004,1073.02,JAX 39%; HOU 8%; CIN 7%
7499,SYNTH-19029,SYNTH-19029,0,32,0.002265,0.0,0.0008,1073.02,JAX 69%; LAC 6%; DET 4%
7500,SYNTH-18819,SYNTH-18819,0,32,0.002265,0.0,0.00088,1073.0,JAX 61%; LAC 6%; CIN 5%
7501,SYNTH-06442,SYNTH-06442,0,32,0.002265,0.0,0.0008,1073.0,JAX 64%; LAC 6%; CIN 5%
7502,SYNTH-08300,SYNTH-08300,0,32,0.002265,0.0,0.0008,1072.83,JAX 64%; LAC 5%; CIN 4%
7503,SYNTH-23322,SYNTH-23322,0,32,0.002265,0.0,0.00072,1072.78,JAX 77%; LAC 5%; CIN 3%
7504,SYNTH-07791,SYNTH-07791,0,32,0.002265,0.0,0.00064,1072.68,JAX 73%; LAC 5%; CIN 4%
7505,SYNTH-04355,SYNTH-04355,0,32,0.002265,0.0,0.00048,1072.65,JAX 57%; LAC 6%; CIN 5%
7506,SYNTH-02643,SYNTH-02643,0,32,0.002265,0.0,0.00128,1072.57,JAX 81%; LAC 4%; CIN 2%
7507,SYNTH-23809,SYNTH-23809,0,32,0.002265,0.0,0.00072,1072.52,JAX 56%; LAC 7%; CIN 6%
7508,SYNTH-11251,SYNTH-11251,0,32,0.002265,0.0,0.00072,1072.1,JAX 52%; LAC 6%; CIN 6%
7509,SYNTH-17024,SYNTH-17024,0,32,0.002265,0.0,0.00112,1072.08,JAX 66%; LAC 6%; CIN 4%
7510,SYNTH-02520,SYNTH-02520,0,32,0.002265,0.0,0.00112,1072.05,JAX 83%; LAC 4%; DET 3%
7511,SYNTH-13774,SYNTH-13774,0,32,0.002265,0.0,0.00064,1072.03,JAX 60%; LAC 7%; CIN 5%
7512,SYNTH-09369,SYNTH-09369,0,32,0.002265,0.0,0.00032,1071.96,JAX 47%; LAC 7%; CIN 7%
7513,SYNTH-07164,SYNTH-07164,0,32,0.002265,0.0,0.00072,1071.86,JAX 66%; LAC 6%; CIN 4%
7514,SYNTH-12910,SYNTH-12910,0,32,0.002265,0.0,0.0008,1071.77,JAX 70%; LAC 6%; CIN 4%
7515,SYNTH-16036,SYNTH-16036,0,32,0.002265,0.0,0.00048,1071.68,JAX 68%; LAC 6%; CIN 4%
7516,SYNTH-20444,SYNTH-20444,0,32,0.002265,0.0,0.00048,1071.62,JAX 55%; LAC 6%; CIN 6%
7517,SYNTH-05150,SYNTH-05150,0,32,0.002265,0.0,0.00064,1071.59,JAX 52%; LAC 7%; CIN 6%
7518,SYNTH-14206,SYNTH-14206,0,32,0.002265,0.0,0.0004,1071.5,JAX 54%; LAC 7%; CIN 6%
7519,SYNTH-14630,SYNTH-14630,0,32,0.002265,0.0,0.00064,1071.39,JAX 71%; LAC 6%; CIN 4%
7520,SYNTH-06069,SYNTH-06069,0,32,0.002265,0.0,0.0004,1071.29,JAX 61%; LAC 5%; CIN 4%
7521,SYNTH-00907,SYNTH-00907,0,32,0.002265,0.0,0.00056,1071.23,JAX 69%; LAC 6%; CIN 4%
7522,SYNTH-16052,SYNTH-16052,0,32,0.002265,0.0,0.0004,1071.21,JAX 63%; LAC 6%; CIN 4%
7523,SYNTH-12646,SYNTH-12646,0,32,0.002265,0.0,0.00072,1071.14,JAX 62%; LAC 6%; CIN 5%
7524,SYNTH-17734,SYNTH-17734,0,32,0.002265,0.0,0.00032,1071.04,JAX 44%; LAC 8%; CIN 7%
7525,SYNTH-23956,SYNTH-23956,0,32,0.002265,0.0,0.00112,1070.71,JAX 81%; LAC 4%; CIN 2%
7526,SYNTH-17278,SYNTH-17278,0,32,0.002265,0.0,0.0008,1070.55,JAX 65%; LAC 5%; CIN 4%
7527,SYNTH-10990,SYNTH-10990,0,32,0.002265,0.0,0.00056,1070.44,JAX 53%; LAC 7%; CIN 6%
7528,SYNTH-10257,SYNTH-10257,0,32,0.002265,0.0,0.00096,1070.43,JAX 71%; LAC 5%; CIN 4%
7529,SYNTH-13475,SYNTH-13475,0,32,0.002265,0.0,0.00024,1070.42,JAX 49%; LAC 7%; CIN 6%
7530,SYNTH-18123,SYNTH-18123,0,32,0.002265,0.0,0.00032,1070.1,JAX 53%; LAC 7%; CIN 6%
7531,SYNTH-00196,SYNTH-00196,0,32,0.002265,0.0,0.00064,1070.02,JAX 65%; LAC 6%; CIN 4%
7532,SYNTH-22764,SYNTH-22764,0,32,0.002265,0.0,0.00064,1070.01,JAX 59%; LAC 7%; CIN 5%
7533,SYNTH-12701,SYNTH-12701,0,32,0.002265,0.0,0.0012,1069.97,JAX 71%; LAC 5%; CIN 4%
7534,SYNTH-22240,SYNTH-22240,0,32,0.002265,0.0,0.00096,1069.68,JAX 80%; LAC 4%; DET 2%
7535,SYNTH-19502,SYNTH-19502,0,32,0.002265,0.0,0.00064,1069.36,JAX 63%; LAC 6%; CIN 5%
7536,SYNTH-10120,SYNTH-10120,0,32,0.002265,0.0,0.00064,1069.3,JAX 65%; LAC 6%; CIN 4%
7537,SYNTH-14682,SYNTH-14682,0,32,0.002265,0.0,0.0008,1069.26,JAX 83%; LAC 4%; DET 2%
7538,SYNTH-13357,SYNTH-13357,0,32,0.002265,0.0,0.00088,1069.24,JAX 62%; LAC 6%; CIN 5%
7539,SYNTH-14858,SYNTH-14858,0,32,0.002265,0.0,0.00104,1068.92,JAX 68%; LAC 5%; CIN 4%
7540,SYNTH-02672,SYNTH-02672,0,32,0.002265,0.0,0.00088,1068.65,JAX 58%; LAC 7%; CIN 5%
7541,SYNTH-07848,SYNTH-07848,0,32,0.002265,0.0,0.00064,1068.65,JAX 60%; LAC 6%; CIN 5%
7542,SYNTH-23101,SYNTH-23101,0,32,0.002265,0.0,0.0008,1068.62,JAX 80%; LAC 4%; DET 3%
7543,SYNTH-12421,SYNTH-12421,0,32,0.002265,0.0,0.0012,1068.6,JAX 57%; LAC 7%; CIN 6%
7544,SYNTH-07356,SYNTH-07356,0,32,0.002265,0.0,0.0004,1068.51,JAX 57%; LAC 6%; CIN 6%
7545,SYNTH-01579,SYNTH-01579,0,32,0.002265,0.0,0.00104,1068.33,JAX 77%; LAC 5%; DET 3%
7546,SYNTH-03650,SYNTH-03650,0,32,0.002265,0.0,0.0016,1068.19,JAX 78%; LAC 4%; CIN 3%
7547,SYNTH-02763,SYNTH-02763,0,32,0.002265,0.0,0.00056,1068.18,JAX 76%; LAC 5%; CIN 3%
7548,SYNTH-10338,SYNTH-10338,0,32,0.002265,0.0,0.00048,1068.17,JAX 69%; LAC 5%; CIN 4%
7549,SYNTH-13899,SYNTH-13899,0,32,0.002265,0.0,0.00104,1068.17,JAX 83%; LAC 4%; CIN 2%
7550,SYNTH-23308,SYNTH-23308,0,32,0.002265,0.0,0.00072,1067.94,JAX 80%; LAC 4%; CIN 2%
7551,SYNTH-16097,SYNTH-16097,0,32,0.002265,0.0,0.00088,1067.92,JAX 72%; LAC 5%; CIN 4%
7552,SYNTH-00360,SYNTH-00360,0,32,0.002265,0.0,0.0004,1067.82,JAX 59%; LAC 6%; CIN 5%
7553,SYNTH-17268,SYNTH-17268,0,32,0.002265,0.0,0.0008,1067.81,JAX 54%; LAC 6%; CIN 6%
7554,SYNTH-01053,SYNTH-01053,0,32,0.002265,0.0,0.00064,1067.69,JAX 57%; LAC 6%; CIN 6%
7555,SYNTH-09216,SYNTH-09216,0,32,0.002265,0.0,0.00072,1067.58,JAX 76%; LAC 5%; CIN 3%
7556,SYNTH-16780,SYNTH-16780,0,32,0.002265,0.0,0.00136,1067.22,JAX 81%; LAC 4%; CIN 2%
7557,SYNTH-18341,SYNTH-18341,0,32,0.002265,0.0,0.0012,1067.22,JAX 61%; LAC 6%; CIN 5%
7558,SYNTH-00462,SYNTH-00462,0,32,0.002265,0.0,0.00048,1067.2,JAX 69%; LAC 5%; CIN 4%
7559,SYNTH-20505,SYNTH-20505,0,32,0.002265,0.0,0.00072,1067.15,JAX 51%; LAC 6%; CIN 6%
7560,SYNTH-11885,SYNTH-11885,0,32,0.002265,0.0,0.00104,1067.15,JAX 70%; LAC 5%; CIN 4%
7561,SYNTH-02255,SYNTH-02255,0,32,0.002265,0.0,0.00072,1067.12,JAX 60%; LAC 6%; CIN 5%
7562,SYNTH-03356,SYNTH-03356,0,32,0.002265,0.0,0.00104,1067.11,JAX 71%; LAC 5%; CIN 4%
7563,SYNTH-15522,SYNTH-15522,0,32,0.002265,0.0,0.00088,1066.99,JAX 63%; LAC 6%; CIN 5%
7564,SYNTH-20164,SYNTH-20164,0,32,0.002265,0.0,0.00056,1066.91,JAX 70%; LAC 5%; CIN 4%
7565,SYNTH-03034,SYNTH-03034,0,32,0.002265,0.0,0.00096,1066.82,JAX 76%; LAC 5%; DET 3%
7566,SYNTH-04755,SYNTH-04755,0,32,0.002265,0.0,0.0004,1066.59,JAX 69%; LAC 5%; CIN 4%
7567,SYNTH-10571,SYNTH-10571,0,32,0.002265,0.0,0.00064,1066.55,JAX 67%; LAC 6%; CIN 4%
7568,SYNTH-11891,SYNTH-11891,0,32,0.002265,0.0,0.0008,1066.54,JAX 53%; LAC 7%; CIN 6%
7569,SYNTH-15558,SYNTH-15558,0,32,0.002265,0.0,0.00096,1066.5,JAX 72%; LAC 5%; CIN 4%
7570,SYNTH-18997,SYNTH-18997,0,32,0.002265,0.0,0.00112,1066.32,JAX 84%; LAC 4%; DET 3%
7571,SYNTH-19776,SYNTH-19776,0,32,0.002265,0.0,0.00064,1066.29,JAX 63%; LAC 6%; CIN 5%
7572,SYNTH-06424,SYNTH-06424,0,32,0.002265,0.0,0.00088,1066.19,JAX 64%; LAC 6%; CIN 5%
7573,SYNTH-08544,SYNTH-08544,0,32,0.002265,0.0,0.00072,1066.14,JAX 60%; LAC 6%; CIN 5%
7574,SYNTH-05147,SYNTH-05147,0,32,0.002265,0.0,0.00024,1066.12,JAX 53%; LAC 7%; CIN 6%
7575,SYNTH-18209,SYNTH-18209,0,32,0.002265,0.0,0.0008,1065.95,JAX 76%; LAC 5%; CIN 3%
7576,SYNTH-03331,SYNTH-03331,0,32,0.002265,0.0,0.00088,1065.94,JAX 79%; LAC 4%; CIN 3%
7577,SYNTH-06384,SYNTH-06384,0,32,0.002265,0.0,0.00096,1065.84,JAX 66%; LAC 6%; CIN 4%
7578,SYNTH-00191,SYNTH-00191,0,32,0.002265,0.0,0.00048,1065.78,JAX 57%; LAC 7%; CIN 6%
7579,SYNTH-23709,SYNTH-23709,0,32,0.002265,0.0,0.00104,1065.64,JAX 60%; LAC 6%; CIN 5%
7580,SYNTH-08228,SYNTH-08228,0,32,0.002265,0.0,0.00032,1065.57,JAX 44%; LAC 8%; CIN 7%
7581,SYNTH-07094,SYNTH-07094,0,32,0.002265,0.0,0.00088,1065.55,JAX 68%; LAC 6%; CIN 4%
7582,SYNTH-00798,SYNTH-00798,0,32,0.002265,0.0,0.0004,1065.44,JAX 58%; LAC 6%; CIN 5%
7583,SYNTH-13640,SYNTH-13640,0,32,0.002265,0.0,0.00064,1065.42,JAX 69%; LAC 6%; CIN 4%
7584,SYNTH-08850,SYNTH-08850,0,32,0.002265,0.0,0.00048,1065.32,JAX 68%; LAC 6%; CIN 4%
7585,SYNTH-09696,SYNTH-09696,0,32,0.002265,0.0,0.00088,1065.05,JAX 84%; LAC 3%; CIN 2%
7586,SYNTH-15039,SYNTH-15039,0,32,0.002265,0.0,0.0012,1065.01,JAX 84%; LAC 3%; DET 2%
7587,SYNTH-02469,SYNTH-02469,0,32,0.002265,0.0,0.00032,1064.93,JAX 44%; CIN 7%; LAC 7%
7588,SYNTH-23901,SYNTH-23901,0,32,0.002265,0.0,0.00048,1064.89,JAX 65%; LAC 5%; CIN 4%
7589,SYNTH-20639,SYNTH-20639,0,32,0.002265,0.0,0.00032,1064.8,JAX 53%; LAC 6%; CIN 6%
7590,SYNTH-18327,SYNTH-18327,0,32,0.002265,0.0,0.00056,1064.7,JAX 45%; CIN 7%; LAC 7%
7591,SYNTH-21461,SYNTH-21461,0,32,0.002265,0.0,0.00064,1064.57,JAX 64%; LAC 6%; CIN 5%
7592,SYNTH-10052,SYNTH-10052,0,32,0.002265,0.0,0.00072,1064.37,JAX 74%; LAC 5%; CIN 4%
7593,SYNTH-20029,SYNTH-20029,0,32,0.002265,0.0,0.00112,1064.35,JAX 69%; LAC 6%; CIN 4%
7594,SYNTH-03775,SYNTH-03775,0,32,0.002265,0.0,0.00088,1064.24,JAX 79%; LAC 5%; DET 3%
7595,SYNTH-16180,SYNTH-16180,0,32,0.002265,0.0,0.00096,1064.18,JAX 73%; LAC 5%; DET 4%
7596,SYNTH-12318,SYNTH-12318,0,32,0.002265,0.0,0.00112,1063.87,JAX 79%; LAC 4%; DET 3%
7597,SYNTH-09332,SYNTH-09332,0,32,0.002265,0.0,0.00088,1063.83,JAX 73%; LAC 5%; CIN 3%
7598,SYNTH-06782,SYNTH-06782,0,32,0.002265,0.0,0.0008,1063.65,JAX 75%; LAC 5%; CIN 3%
7599,SYNTH-21708,SYNTH-21708,0,32,0.002265,0.0,0.00064,1063.61,JAX 67%; LAC 5%; CIN 4%
7600,SYNTH-15303,SYNTH-15303,0,32,0.002265,0.0,0.00064,1063.56,JAX 66%; LAC 6%; CIN 4%
7601,SYNTH-19679,SYNTH-19679,0,32,0.002265,0.0,0.00064,1063.53,JAX 59%; LAC 6%; CIN 5%
7602,SYNTH-07927,SYNTH-07927,0,32,0.002265,0.0,0.00088,1063.38,JAX 64%; LAC 6%; CIN 4%
7603,SYNTH-03668,SYNTH-03668,0,32,0.002265,0.0,0.00104,1063.36,JAX 67%; LAC 6%; CIN 4%
7604,SYNTH-08107,SYNTH-08107,0,32,0.002265,0.0,0.00112,1063.33,JAX 64%; LAC 6%; CIN 5%
7605,SYNTH-13048,SYNTH-13048,0,32,0.002265,0.0,0.00056,1063.28,JAX 62%; LAC 6%; CIN 5%
7606,SYNTH-05544,SYNTH-05544,0,32,0.002265,0.0,0.00072,1063.26,JAX 68%; LAC 6%; CIN 4%
7607,SYNTH-21179,SYNTH-21179,0,32,0.002265,0.0,0.00096,1063.22,JAX 68%; LAC 6%; CIN 4%
7608,SYNTH-03760,SYNTH-03760,0,32,0.002265,0.0,0.0012,1063.18,JAX 77%; LAC 5%; CIN 3%
7609,SYNTH-14286,SYNTH-14286,0,32,0.002265,0.0,0.00064,1063.15,JAX 61%; LAC 6%; CIN 5%
7610,SYNTH-08076,SYNTH-08076,0,32,0.002265,0.0,0.00088,1063.12,JAX 61%; LAC 7%; CIN 5%
7611,SYNTH-01999,SYNTH-01999,0,32,0.002265,0.0,0.00056,1063.05,JAX 57%; LAC 6%; CIN 5%
7612,SYNTH-00121,SYNTH-00121,0,32,0.002265,0.0,0.00048,1062.84,JAX 62%; LAC 6%; CIN 5%
7613,SYNTH-03185,SYNTH-03185,0,32,0.002265,0.0,0.00064,1062.76,JAX 55%; LAC 7%; CIN 6%
7614,SYNTH-02365,SYNTH-02365,0,32,0.002265,0.0,0.00104,1062.29,JAX 58%; LAC 6%; CIN 5%
7615,SYNTH-21577,SYNTH-21577,0,32,0.002265,0.0,0.0004,1062.23,JAX 65%; LAC 6%; CIN 4%
7616,SYNTH-07628,SYNTH-07628,0,32,0.002265,0.0,0.00072,1062.22,JAX 72%; LAC 5%; CIN 4%
7617,SYNTH-09041,SYNTH-09041,0,32,0.002265,0.0,0.0008,1061.97,JAX 63%; LAC 6%; CIN 5%
7618,SYNTH-09836,SYNTH-09836,0,32,0.002265,0.0,0.00056,1061.79,JAX 65%; LAC 6%; CIN 4%
7619,SYNTH-20462,SYNTH-20462,0,32,0.002265,0.0,0.00072,1061.68,JAX 62%; LAC 6%; CIN 5%
7620,SYNTH-05449,SYNTH-05449,0,32,0.002265,0.0,0.00032,1061.6,JAX 63%; LAC 6%; CIN 5%
7621,SYNTH-01072,SYNTH-01072,0,32,0.002265,0.0,0.00056,1061.43,JAX 63%; LAC 6%; CIN 5%
