rank,entry,contestant,wins,teams_remaining,optimal_win_path_prob,optimal_ev_path_score,survival_prob,fair_value,predicted_next_picks
1,SYNTH-06260,SYNTH-06260,0,32,5e-05,0.0,0.00024,4930.91,CIN 82%; BUF 6%; SEA 3%
4270,SYNTH-16625,SYNTH-16625,0,32,5e-05,0.0,0.0,0.0,CIN 76%; BUF 7%; SEA 4%
4271,SYNTH-16624,SYNTH-16624,0,32,5e-05,0.0,0.0,0.0,CIN 78%; BUF 6%; SEA 4%
4272,SYNTH-16622,SYNTH-16622,0,32,5e-05,0.0,0.0,0.0,CIN 76%; BUF 7%; SEA 4%
4273,SYNTH-16621,SYNTH-16621,0,32,5e-05,0.0,0.0,0.0,CIN 85%; BUF 6%; SEA 2%
4274,SYNTH-16620,SYNTH-16620,0,32,5e-05,0.0,0.0,0.0,CIN 83%; BUF 6%; SEA 3%
4275,SYNTH-16619,SYNTH-16619,0,32,5e-05,0.0,0.0,0.0,CIN 84%; BUF 6%; SEA 2%
4276,SYNTH-16618,SYNTH-16618,0,32,5e-05,0.0,0.0,0.0,CIN 83%; BUF 6%; SEA 3%
4277,SYNTH-16627,SYNTH-16627,0,32,5e-05,0.0,0.0,0.0,CIN 84%; BUF 6%; SEA 2%
4278,SYNTH-16571,SYNTH-16571,0,32,5e-05,0.0,0.0,0.0,CIN 80%; BUF 7%; SEA 3%
4279,SYNTH-16570,SYNTH-16570,0,32,5e-05,0.0,0.0,0.0,CIN 82%; BUF 6%; SEA 3%
4280,SYNTH-16569,SYNTH-16569,0,32,5e-05,0.0,0.0,0.0,CIN 66%; BUF 9%; SEA 5%
4281,SYNTH-16568,SYNTH-16568,0,32,5e-05,0.0,0.0,0.0,CIN 81%; BUF 7%; SEA 3%
4282,SYNTH-16567,SYNTH-16567,0,32,5e-05,0.0,0.0,0.0,CIN 83%; BUF 6%; SEA 3%
4283,SYNTH-16566,SYNTH-16566,0,32,5e-05,0.0,0.0,0.0,CIN 84%; BUF 6%; SEA 2%
4284,SYNTH-16565,SYNTH-16565,0,32,5e-05,0.0,0.0,0.0,CIN 77%; BUF 7%; SEA 3%
4285,SYNTH-16564,SYNTH-16564,0,32,5e-05,0.0,0.0,0.0,CIN 73%; BUF 8%; SEA 4%
4286,SYNTH-16595,SYNTH-16595,0,32,5e-05,0.0,0.0,0.0,CIN 63%; BUF 9%; SEA 5%
4287,SYNTH-16560,SYNTH-16560,0,32,5e-05,0.0,0.0,0.0,CIN 83%; BUF 6%; SEA 2%
4288,SYNTH-16558,SYNTH-16558,0,32,5e-05,0.0,0.0,0.0,CIN 84%; BUF 6%; SEA 2%
4289,SYNTH-16557,SYNTH-16557,0,32,5e-05,0.0,0.0,0.0,CIN 77%; BUF 7%; SEA 3%
4290,SYNTH-16556,SYNTH-16556,0,32,5e-05,0.0,0.0,0.0,CIN 74%; BUF 7%; SEA 4%
4291,SYNTH-16555,SYNTH-16555,0,32,5e-05,0.0,0.0,0.0,CIN 82%; BUF 6%; SEA 3%
4292,SYNTH-16554,SYNTH-16554,0,32,5e-05,0.0,0.0,0.0,CIN 72%; BUF 10%; SEA 4%
4293,SYNTH-16553,SYNTH-16553,0,32,5e-05,0.0,0.0,0.0,CIN 78%; BUF 6%; SEA 3%
4294,SYNTH-16552,SYNTH-16552,0,32,5e-05,0.0,0.0,0.0,CIN 71%; BUF 8%; SEA 4%
4295,SYNTH-16561,SYNTH-16561,0,32,5e-05,0.0,0.0,0.0,CIN 81%; BUF 7%; SEA 3%
4296,SYNTH-16594,SYNTH-16594,0,32,5e-05,0.0,0.0,0.0,CIN 84%; BUF 6%; SEA 2%
4297,SYNTH-16593,SYNTH-16593,0,32,5e-05,0.0,0.0,0.0,CIN 77%; BUF 7%; SEA 3%
4298,SYNTH-16591,SYNTH-16591,0,32,5e-05,0.0,0.0,0.0,CIN 78%; BUF 6%; SEA 3%
4299,SYNTH-16589,SYNTH-16589,0,32,5e-05,0.0,0.0,0.0,CIN 79%; BUF 7%; SEA 3%
4300,SYNTH-16588,SYNTH-16588,0,32,5e-05,0.0,0.0,0.0,CIN 82%; BUF 6%; SEA 3%
4301,SYNTH-16587,SYNTH-16587,0,32,5e-05,0.0,0.0,0.0,CIN 50%; BUF 8%; SEA 6%
4302,SYNTH-16586,SYNTH-16586,0,32,5e-05,0.0,0.0,0.0,CIN 79%; BUF 7%; SEA 3%
4303,SYNTH-16585,SYNTH-16585,0,32,5e-05,0.0,0.0,0.0,CIN 81%; BUF 6%; SEA 3%
4304,SYNTH-16574,SYNTH-16574,0,32,5e-05,0.0,0.0,0.0,CIN 67%; BUF 9%; SEA 5%
4305,SYNTH-16583,SYNTH-16583,0,32,5e-05,0.0,0.0,0.0,CIN 65%; BUF 9%; SEA 5%
4306,SYNTH-16582,SYNTH-16582,0,32,5e-05,0.0,0.0,0.0,CIN 81%; BUF 7%; SEA 3%
4307,SYNTH-16581,SYNTH-16581,0,32,5e-05,0.0,0.0,0.0,CIN 72%; BUF 8%; SEA 4%
4308,SYNTH-16580,SYNTH-16580,0,32,5e-05,0.0,0.0,0.0,CIN 82%; BUF 6%; SEA 3%
4309,SYNTH-16579,SYNTH-16579,0,32,5e-05,0.0,0.0,0.0,CIN 77%; BUF 6%; SEA 3%
4310,SYNTH-16578,SYNTH-16578,0,32,5e-05,0.0,0.0,0.0,CIN 81%; BUF 6%; SEA 3%
4311,SYNTH-16577,SYNTH-16577,0,32,5e-05,0.0,0.0,0.0,CIN 78%; BUF 6%; SEA 3%
4312,SYNTH-16575,SYNTH-16575,0,32,5e-05,0.0,0.0,0.0,CIN 81%; BUF 5%; SEA 3%
4313,SYNTH-16584,SYNTH-16584,0,32,5e-05,0.0,0.0,0.0,CIN 72%; BUF 8%; SEA 4%
4314,SYNTH-16371,SYNTH-16371,0,32,5e-05,0.0,0.0,0.0,CIN 77%; BUF 7%; SEA 3%
4315,SYNTH-16370,SYNTH-16370,0,32,5e-05,0.0,0.0,0.0,CIN 73%; BUF 8%; SEA 4%
4316,SYNTH-16369,SYNTH-16369,0,32,5e-05,0.0,0.0,0.0,CIN 76%; BUF 8%; SEA 3%
4317,SYNTH-16368,SYNTH-16368,0,32,5e-05,0.0,0.0,0.0,CIN 86%; BUF 6%; SEA 2%
4318,SYNTH-16367,SYNTH-16367,0,32,5e-05,0.0,0.0,0.0,CIN 44%; BUF 8%; SEA 7%
4319,SYNTH-16366,SYNTH-16366,0,32,5e-05,0.0,0.0,0.0,CIN 76%; BUF 8%; SEA 4%
4320,SYNTH-16365,SYNTH-16365,0,32,5e-05,0.0,0.0,0.0,CIN 60%; BUF 8%; SEA 6%
4321,SYNTH-16473,SYNTH-16473,0,32,5e-05,0.0,0.0,0.0,CIN 59%; BUF 9%; SEA 6%
4322,SYNTH-16363,SYNTH-16363,0,32,5e-05,0.0,0.0,0.0,CIN 85%; BUF 6%; SEA 2%
4323,SYNTH-16362,SYNTH-16362,0,32,5e-05,0.0,0.0,0.0,CIN 77%; BUF 6%; SEA 4%
4324,SYNTH-16361,SYNTH-16361,0,32,5e-05,0.0,0.0,0.0,CIN 78%; BUF 7%; SEA 3%
4325,SYNTH-16360,SYNTH-16360,0,32,5e-05,0.0,0.0,0.0,CIN 81%; BUF 5%; SEA 3%
4326,SYNTH-16359,SYNTH-16359,0,32,5e-05,0.0,0.0,0.0,CIN 63%; BUF 9%; SEA 5%
4327,SYNTH-16358,SYNTH-16358,0,32,5e-05,0.0,0.0,0.0,CIN 73%; BUF 8%; SEA 4%
4328,SYNTH-16357,SYNTH-16357,0,32,5e-05,0.0,0.0,0.0,CIN 78%; BUF 7%; SEA 3%
4329,SYNTH-16356,SYNTH-16356,0,32,5e-05,0.0,0.0,0.0,CIN 71%; BUF 9%; SEA 4%
4330,SYNTH-16364,SYNTH-16364,0,32,5e-05,0.0,0.0,0.0,CIN 79%; BUF 7%; SEA 3%
4331,SYNTH-16392,SYNTH-16392,0,32,5e-05,0.0,0.0,0.0,CIN 67%; BUF 8%; SEA 5%
4332,SYNTH-16391,SYNTH-16391,0,32,5e-05,0.0,0.0,0.0,CIN 80%; BUF 7%; SEA 3%
4333,SYNTH-16390,SYNTH-16390,0,32,5e-05,0.0,0.0,0.0,CIN 81%; BUF 6%; SEA 3%
4334,SYNTH-16388,SYNTH-16388,0,32,5e-05,0.0,0.0,0.0,CIN 81%; BUF 7%; SEA 3%
4335,SYNTH-16386,SYNTH-16386,0,32,5e-05,0.0,0.0,0.0,CIN 80%; BUF 6%; SEA 3%
4336,SYNTH-16385,SYNTH-16385,0,32,5e-05,0.0,0.0,0.0,CIN 81%; BUF 5%; SEA 3%
4337,SYNTH-16384,SYNTH-16384,0,32,5e-05,0.0,0.0,0.0,CIN 79%; BUF 7%; SEA 3%
4338,SYNTH-16383,SYNTH-16383,0,32,5e-05,0.0,0.0,0.0,CIN 82%; BUF 6%; SEA 3%
4339,SYNTH-16372,SYNTH-16372,0,32,5e-05,0.0,0.0,0.0,CIN 80%; BUF 7%; SEA 3%
4340,SYNTH-16381,SYNTH-16381,0,32,5e-05,0.0,0.0,0.0,CIN 77%; BUF 8%; SEA 3%
4341,SYNTH-16379,SYNTH-16379,0,32,5e-05,0.0,0.0,0.0,CIN 78%; BUF 7%; SEA 3%
4342,SYNTH-16378,SYNTH-16378,0,32,5e-05,0.0,0.0,0.0,CIN 80%; BUF 6%; SEA 3%
4343,SYNTH-16377,SYNTH-16377,0,32,5e-05,0.0,0.0,0.0,CIN 78%; BUF 6%; SEA 3%
4344,SYNTH-16376,SYNTH-16376,0,32,5e-05,0.0,0.0,0.0,CIN 80%; BUF 7%; SEA 3%
4345,SYNTH-16375,SYNTH-16375,0,32,5e-05,0.0,0.0,0.0,CIN 76%; BUF 8%; SEA 4%
4346,SYNTH-16374,SYNTH-16374,0,32,5e-05,0.0,0.0,0.0,CIN 78%; BUF 6%; SEA 3%
4347,SYNTH-16373,SYNTH-16373,0,32,5e-05,0.0,0.0,0.0,CIN 79%; BUF 6%; SEA 3%
4348,SYNTH-16382,SYNTH-16382,0,32,5e-05,0.0,0.0,0.0,CIN 79%; BUF 7%; SEA 3%
4349,SYNTH-16332,SYNTH-16332,0,32,5e-05,0.0,0.0,0.0,CIN 73%; BUF 8%; SEA 4%
4350,SYNTH-16331,SYNTH-16331,0,32,5e-05,0.0,0.0,0.0,CIN 82%; BUF 8%; SEA 2%
4351,SYNTH-16330,SYNTH-16330,0,32,5e-05,0.0,0.0,0.0,CIN 80%; BUF 7%; SEA 3%
4352,SYNTH-16329,SYNTH-16329,0,32,5e-05,0.0,0.0,0.0,CIN 62%; BUF 10%; SEA 5%
4353,SYNTH-16328,SYNTH-16328,0,32,5e-05,0.0,0.0,0.0,CIN 69%; BUF 9%; SEA 4%
4354,SYNTH-16327,SYNTH-16327,0,32,5e-05,0.0,0.0,0.0,CIN 57%; BUF 11%; SEA 6%
4355,SYNTH-16326,SYNTH-16326,0,32,5e-05,0.0,0.0,0.0,CIN 79%; BUF 7%; SEA 3%
4356,SYNTH-16325,SYNTH-16325,0,32,5e-05,0.0,0.0,0.0,CIN 81%; BUF 6%; SEA 3%
4357,SYNTH-16354,SYNTH-16354,0,32,5e-05,0.0,0.0,0.0,CIN 83%; BUF 6%; SEA 3%
4358,SYNTH-16322,SYNTH-16322,0,32,5e-05,0.0,0.0,0.0,CIN 81%; BUF 6%; SEA 3%
4359,SYNTH-16321,SYNTH-16321,0,32,5e-05,0.0,0.0,0.0,CIN 84%; BUF 7%; SEA 2%
4360,SYNTH-16320,SYNTH-16320,0,32,5e-05,0.0,0.0,0.0,CIN 77%; BUF 7%; SEA 3%
4361,SYNTH-16318,SYNTH-16318,0,32,5e-05,0.0,0.0,0.0,CIN 76%; BUF 8%; SEA 3%
4362,SYNTH-16317,SYNTH-16317,0,32,5e-05,0.0,0.0,0.0,CIN 71%; BUF 9%; SEA 4%
4363,SYNTH-16316,SYNTH-16316,0,32,5e-05,0.0,0.0,0.0,CIN 76%; BUF 8%; SEA 3%
4364,SYNTH-16315,SYNTH-16315,0,32,5e-05,0.0,0.0,0.0,CIN 79%; BUF 7%; SEA 3%
4365,SYNTH-16313,SYNTH-16313,0,32,5e-05,0.0,0.0,0.0,CIN 77%; BUF 7%; SEA 3%
4366,SYNTH-16324,SYNTH-16324,0,32,5e-05,0.0,0.0,0.0,CIN 79%; BUF 6%; SEA 3%
4367,SYNTH-16353,SYNTH-16353,0,32,5e-05,0.0,0.0,0.0,CIN 70%; BUF 9%; SEA 4%
4368,SYNTH-16352,SYNTH-16352,0,32,5e-05,0.0,0.0,0.0,CIN 78%; BUF 6%; SEA 3%
4369,SYNTH-16351,SYNTH-16351,0,32,5e-05,0.0,0.0,0.0,CIN 84%; BUF 6%; SEA 2%
4370,SYNTH-16350,SYNTH-16350,0,32,5e-05,0.0,0.0,0.0,CIN 76%; BUF 8%; SEA 3%
4371,SYNTH-16348,SYNTH-16348,0,32,5e-05,0.0,0.0,0.0,CIN 79%; BUF 7%; SEA 3%
4372,SYNTH-16347,SYNTH-16347,0,32,5e-05,0.0,0.0,0.0,CIN 85%; BUF 6%; SEA 2%
4373,SYNTH-16346,SYNTH-16346,0,32,5e-05,0.0,0.0,0.0,CIN 60%; BUF 9%; SEA 6%
4374,SYNTH-16345,SYNTH-16345,0,32,5e-05,0.0,0.0,0.0,CIN 77%; BUF 8%; SEA 3%
4375,SYNTH-16333,SYNTH-16333,0,32,5e-05,0.0,0.0,0.0,CIN 72%; BUF 7%; SEA 4%
4376,SYNTH-16343,SYNTH-16343,0,32,5e-05,0.0,0.0,0.0,CIN 70%; BUF 7%; SEA 4%
4377,SYNTH-16342,SYNTH-16342,0,32,5e-05,0.0,0.0,0.0,CIN 84%; BUF 6%; SEA 2%
4378,SYNTH-16340,SYNTH-16340,0,32,5e-05,0.0,0.0,0.0,CIN 84%; BUF 6%; SEA 2%
4379,SYNTH-16338,SYNTH-16338,0,32,5e-05,0.0,0.0,0.0,CIN 83%; BUF 6%; SEA 3%
4380,SYNTH-16337,SYNTH-16337,0,32,5e-05,0.0,0.0,0.0,CIN 80%; BUF 7%; SEA 3%
4381,SYNTH-16336,SYNTH-16336,0,32,5e-05,0.0,0.0,0.0,CIN 80%; BUF 7%; SEA 3%
4382,SYNTH-16335,SYNTH-16335,0,32,5e-05,0.0,0.0,0.0,CIN 81%; BUF 6%; SEA 3%
4383,SYNTH-16334,SYNTH-16334,0,32,5e-05,0.0,0.0,0.0,CIN 80%; BUF 7%; SEA 3%
4384,SYNTH-16344,SYNTH-16344,0,32,5e-05,0.0,0.0,0.0,CIN 83%; BUF 6%; SEA 3%
4385,SYNTH-16452,SYNTH-16452,0,32,5e-05,0.0,0.0,0.0,CIN 84%; BUF 6%; SEA 2%
4386,SYNTH-16451,SYNTH-16451,0,32,5e-05,0.0,0.0,0.0,CIN 83%; BUF 6%; SEA 3%
4387,SYNTH-16450,SYNTH-16450,0,32,5e-05,0.0,0.0,0.0,CIN 68%; BUF 10%; SEA 4%
4388,SYNTH-16449,SYNTH-16449,0,32,5e-05,0.0,0.0,0.0,CIN 81%; BUF 6%; SEA 3%
4389,SYNTH-16448,SYNTH-16448,0,32,5e-05,0.0,0.0,0.0,CIN 80%; BUF 6%; SEA 3%
4390,SYNTH-16447,SYNTH-16447,0,32,5e-05,0.0,0.0,0.0,CIN 78%; BUF 7%; SEA 3%
4391,SYNTH-16445,SYNTH-16445,0,32,5e-05,0.0,0.0,0.0,CIN 80%; BUF 7%; SEA 3%
4392,SYNTH-16393,SYNTH-16393,0,32,5e-05,0.0,0.0,0.0,CIN 82%; BUF 6%; SEA 3%
4393,SYNTH-16443,SYNTH-16443,0,32,5e-05,0.0,0.0,0.0,CIN 82%; BUF 7%; SEA 3%
4394,SYNTH-16441,SYNTH-16441,0,32,5e-05,0.0,0.0,0.0,CIN 76%; BUF 8%; SEA 3%
4395,SYNTH-16439,SYNTH-16439,0,32,5e-05,0.0,0.0,0.0,CIN 81%; BUF 6%; SEA 3%
4396,SYNTH-16438,SYNTH-16438,0,32,5e-05,0.0,0.0,0.0,CIN 64%; BUF 9%; SEA 5%
4397,SYNTH-16437,SYNTH-16437,0,32,5e-05,0.0,0.0,0.0,CIN 75%; BUF 6%; SEA 4%
4398,SYNTH-16436,SYNTH-16436,0,32,5e-05,0.0,0.0,0.0,CIN 68%; BUF 8%; SEA 5%
4399,SYNTH-16435,SYNTH-16435,0,32,5e-05,0.0,0.0,0.0,CIN 82%; BUF 6%; SEA 3%
4400,SYNTH-16434,SYNTH-16434,0,32,5e-05,0.0,0.0,0.0,CIN 78%; BUF 7%; SEA 3%
4401,SYNTH-16444,SYNTH-16444,0,32,5e-05,0.0,0.0,0.0,CIN 68%; BUF 10%; SEA 4%
4402,SYNTH-16472,SYNTH-16472,0,32,5e-05,0.0,0.0,0.0,CIN 69%; BUF 9%; SEA 4%
4403,SYNTH-16471,SYNTH-16471,0,32,5e-05,0.0,0.0,0.0,CIN 81%; BUF 7%; SEA 3%
4404,SYNTH-16470,SYNTH-16470,0,32,5e-05,0.0,0.0,0.0,CIN 82%; BUF 6%; SEA 3%
4405,SYNTH-16469,SYNTH-16469,0,32,5e-05,0.0,0.0,0.0,CIN 82%; BUF 7%; SEA 3%
4406,SYNTH-16468,SYNTH-16468,0,32,5e-05,0.0,0.0,0.0,CIN 83%; BUF 6%; SEA 3%
4407,SYNTH-16467,SYNTH-16467,0,32,5e-05,0.0,0.0,0.0,CIN 83%; BUF 6%; SEA 3%
4408,SYNTH-16466,SYNTH-16466,0,32,5e-05,0.0,0.0,0.0,CIN 75%; BUF 8%; SEA 4%
4409,SYNTH-16465,SYNTH-16465,0,32,5e-05,0.0,0.0,0.0,CIN 66%; BUF 9%; SEA 5%
4410,SYNTH-16453,SYNTH-16453,0,32,5e-05,0.0,0.0,0.0,CIN 78%; BUF 8%; SEA 3%
4411,SYNTH-16463,SYNTH-16463,0,32,5e-05,0.0,0.0,0.0,CIN 84%; BUF 6%; SEA 2%
4412,SYNTH-16462,SYNTH-16462,0,32,5e-05,0.0,0.0,0.0,CIN 75%; BUF 7%; SEA 4%
4413,SYNTH-16461,SYNTH-16461,0,32,5e-05,0.0,0.0,0.0,CIN 81%; BUF 7%; SEA 3%
4414,SYNTH-16459,SYNTH-16459,0,32,5e-05,0.0,0.0,0.0,CIN 74%; BUF 8%; SEA 4%
4415,SYNTH-16458,SYNTH-16458,0,32,5e-05,0.0,0.0,0.0,CIN 56%; BUF 11%; SEA 6%
4416,SYNTH-16456,SYNTH-16456,0,32,5e-05,0.0,0.0,0.0,CIN 60%; BUF 9%; SEA 5%
4417,SYNTH-16455,SYNTH-16455,0,32,5e-05,0.0,0.0,0.0,CIN 80%; BUF 6%; SEA 3%
4418,SYNTH-16454,SYNTH-16454,0,32,5e-05,0.0,0.0,0.0,CIN 69%; BUF 7%; SEA 5%
4419,SYNTH-16464,SYNTH-16464,0,32,5e-05,0.0,0.0,0.0,CIN 79%; BUF 6%; SEA 3%
4420,SYNTH-16410,SYNTH-16410,0,32,5e-05,0.0,0.0,0.0,CIN 69%; BUF 8%; SEA 5%
4421,SYNTH-16409,SYNTH-16409,0,32,5e-05,0.0,0.0,0.0,CIN 84%; BUF 6%; SEA 2%
4422,SYNTH-16408,SYNTH-16408,0,32,5e-05,0.0,0.0,0.0,CIN 77%; BUF 7%; SEA 3%
4423,SYNTH-16407,SYNTH-16407,0,32,5e-05,0.0,0.0,0.0,CIN 69%; BUF 8%; SEA 5%
4424,SYNTH-16406,SYNTH-16406,0,32,5e-05,0.0,0.0,0.0,CIN 60%; BUF 9%; SEA 5%
4425,SYNTH-16405,SYNTH-16405,0,32,5e-05,0.0,0.0,0.0,CIN 77%; BUF 6%; SEA 4%
4426,SYNTH-16404,SYNTH-16404,0,32,5e-05,0.0,0.0,0.0,CIN 86%; BUF 6%; SEA 2%
4427,SYNTH-16403,SYNTH-16403,0,32,5e-05,0.0,0.0,0.0,CIN 82%; BUF 7%; SEA 3%
4428,SYNTH-16432,SYNTH-16432,0,32,5e-05,0.0,0.0,0.0,CIN 76%; BUF 8%; SEA 3%
4429,SYNTH-16401,SYNTH-16401,0,32,5e-05,0.0,0.0,0.0,CIN 83%; BUF 6%; SEA 3%
4430,SYNTH-16400,SYNTH-16400,0,32,5e-05,0.0,0.0,0.0,CIN 73%; BUF 8%; SEA 4%
4431,SYNTH-16399,SYNTH-16399,0,32,5e-05,0.0,0.0,0.0,CIN 76%; BUF 8%; SEA 4%
4432,SYNTH-16398,SYNTH-16398,0,32,5e-05,0.0,0.0,0.0,CIN 81%; BUF 7%; SEA 3%
4433,SYNTH-16397,SYNTH-16397,0,32,5e-05,0.0,0.0,0.0,CIN 85%; BUF 6%; SEA 2%
4434,SYNTH-16396,SYNTH-16396,0,32,5e-05,0.0,0.0,0.0,CIN 77%; BUF 7%; SEA 3%
4435,SYNTH-16395,SYNTH-16395,0,32,5e-05,0.0,0.0,0.0,CIN 76%; BUF 8%; SEA 3%
4436,SYNTH-16394,SYNTH-16394,0,32,5e-05,0.0,0.0,0.0,CIN 82%; BUF 6%; SEA 3%
4437,SYNTH-16402,SYNTH-16402,0,32,5e-05,0.0,0.0,0.0,CIN 80%; BUF 7%; SEA 3%
4438,SYNTH-16431,SYNTH-16431,0,32,5e-05,0.0,0.0,0.0,CIN 73%; BUF 8%; SEA 4%
4439,SYNTH-16430,SYNTH-16430,0,32,5e-05,0.0,0.0,0.0,CIN 82%; BUF 6%; SEA 3%
4440,SYNTH-16429,SYNTH-16429,0,32,5e-05,0.0,0.0,0.0,CIN 83%; BUF 6%; SEA 2%
4441,SYNTH-16428,SYNTH-16428,0,32,5e-05,0.0,0.0,0.0,CIN 79%; BUF 8%; SEA 3%
4442,SYNTH-16427,SYNTH-16427,0,32,5e-05,0.0,0.0,0.0,CIN 82%; BUF 6%; SEA 3%
4443,SYNTH-16426,SYNTH-16426,0,32,5e-05,0.0,0.0,0.0,CIN 78%; BUF 7%; SEA 3%
4444,SYNTH-16422,SYNTH-16422,0,32,5e-05,0.0,0.0,0.0,CIN 80%; BUF 7%; SEA 3%
4445,SYNTH-16421,SYNTH-16421,0,32,5e-05,0.0,0.0,0.0,CIN 85%; BUF 6%; SEA 2%
4446,SYNTH-16411,SYNTH-16411,0,32,5e-05,0.0,0.0,0.0,CIN 81%; BUF 6%; SEA 3%
4447,SYNTH-16419,SYNTH-16419,0,32,5e-05,0.0,0.0,0.0,CIN 78%; BUF 6%; SEA 4%
4448,SYNTH-16418,SYNTH-16418,0,32,5e-05,0.0,0.0,0.0,CIN 85%; BUF 6%; SEA 2%
4449,SYNTH-16417,SYNTH-16417,0,32,5e-05,0.0,0.0,0.0,CIN 79%; BUF 7%; SEA 3%
4450,SYNTH-16416,SYNTH-16416,0,32,5e-05,0.0,0.0,0.0,CIN 67%; BUF 7%; SEA 5%
4451,SYNTH-16415,SYNTH-16415,0,32,5e-05,0.0,0.0,0.0,CIN 82%; BUF 7%; SEA 3%
4452,SYNTH-16414,SYNTH-16414,0,32,5e-05,0.0,0.0,0.0,CIN 78%; BUF 8%; SEA 3%
4453,SYNTH-16413,SYNTH-16413,0,32,5e-05,0.0,0.0,0.0,CIN 81%; BUF 6%; SEA 3%
4454,SYNTH-16412,SYNTH-16412,0,32,5e-05,0.0,0.0,0.0,CIN 72%; BUF 8%; SEA 4%
4455,SYNTH-16420,SYNTH-16420,0,32,5e-05,0.0,0.0,0.0,CIN 81%; BUF 6%; SEA 3%
4456,SYNTH-16856,SYNTH-16856,0,32,5e-05,0.0,0.0,0.0,CIN 76%; BUF 7%; SEA 4%
4457,SYNTH-16855,SYNTH-16855,0,32,5e-05,0.0,0.0,0.0,CIN 77%; BUF 6%; SEA 4%
4458,SYNTH-16854,SYNTH-16854,0,32,5e-05,0.0,0.0,0.0,CIN 78%; BUF 7%; SEA 3%
4459,SYNTH-16853,SYNTH-16853,0,32,5e-05,0.0,0.0,0.0,CIN 84%; BUF 6%; SEA 2%
4460,SYNTH-16852,SYNTH-16852,0,32,5e-05,0.0,0.0,0.0,CIN 82%; BUF 6%; SEA 3%
4461,SYNTH-16851,SYNTH-16851,0,32,5e-05,0.0,0.0,0.0,CIN 59%; BUF 9%; SEA 6%
4462,SYNTH-16850,SYNTH-16850,0,32,5e-05,0.0,0.0,0.0,CIN 77%; BUF 8%; SEA 3%
4463,SYNTH-16637,SYNTH-16637,0,32,5e-05,0.0,0.0,0.0,CIN 81%; BUF 7%; SEA 3%
4464,SYNTH-16848,SYNTH-16848,0,32,5e-05,0.0,0.0,0.0,CIN 84%; BUF 6%; SEA 2%
4465,SYNTH-16847,SYNTH-16847,0,32,5e-05,0.0,0.0,0.0,CIN 77%; BUF 8%; SEA 3%
4466,SYNTH-16846,SYNTH-16846,0,32,5e-05,0.0,0.0,0.0,CIN 84%; BUF 6%; SEA 2%
4467,SYNTH-16845,SYNTH-16845,0,32,5e-05,0.0,0.0,0.0,CIN 70%; BUF 10%; SEA 4%
4468,SYNTH-16844,SYNTH-16844,0,32,5e-05,0.0,0.0,0.0,CIN 77%; BUF 8%; SEA 3%
4469,SYNTH-16843,SYNTH-16843,0,32,5e-05,0.0,0.0,0.0,CIN 84%; BUF 6%; SEA 2%
4470,SYNTH-16842,SYNTH-16842,0,32,5e-05,0.0,0.0,0.0,CIN 82%; BUF 6%; SEA 3%
4471,SYNTH-16841,SYNTH-16841,0,32,5e-05,0.0,0.0,0.0,CIN 73%; BUF 8%; SEA 4%
4472,SYNTH-16849,SYNTH-16849,0,32,5e-05,0.0,0.0,0.0,CIN 78%; BUF 8%; SEA 3%
4473,SYNTH-16876,SYNTH-16876,0,32,5e-05,0.0,0.0,0.0,CIN 79%; BUF 6%; SEA 3%
4474,SYNTH-16875,SYNTH-16875,0,32,5e-05,0.0,0.0,0.0,CIN 77%; BUF 8%; SEA 3%
4475,SYNTH-16874,SYNTH-16874,0,32,5e-05,0.0,0.0,0.0,CIN 75%; BUF 8%; SEA 4%
4476,SYNTH-16873,SYNTH-16873,0,32,5e-05,0.0,0.0,0.0,CIN 62%; BUF 11%; SEA 5%
4477,SYNTH-16872,SYNTH-16872,0,32,5e-05,0.0,0.0,0.0,CIN 72%; BUF 6%; SEA 4%
4478,SYNTH-16871,SYNTH-16871,0,32,5e-05,0.0,0.0,0.0,CIN 79%; BUF 6%; SEA 3%
4479,SYNTH-16870,SYNTH-16870,0,32,5e-05,0.0,0.0,0.0,CIN 76%; BUF 7%; SEA 4%
4480,SYNTH-16869,SYNTH-16869,0,32,5e-05,0.0,0.0,0.0,CIN 81%; BUF 6%; SEA 3%
4481,SYNTH-16857,SYNTH-16857,0,32,5e-05,0.0,0.0,0.0,CIN 83%; BUF 6%; SEA 3%
4482,SYNTH-16867,SYNTH-16867,0,32,5e-05,0.0,0.0,0.0,CIN 77%; BUF 6%; SEA 4%
4483,SYNTH-16866,SYNTH-16866,0,32,5e-05,0.0,0.0,0.0,CIN 69%; BUF 8%; SEA 4%
4484,SYNTH-16864,SYNTH-16864,0,32,5e-05,0.0,0.0,0.0,CIN 78%; BUF 8%; SEA 3%
4485,SYNTH-16863,SYNTH-16863,0,32,5e-05,0.0,0.0,0.0,CIN 80%; BUF 7%; SEA 3%
4486,SYNTH-16862,SYNTH-16862,0,32,5e-05,0.0,0.0,0.0,CIN 75%; BUF 7%; SEA 4%
4487,SYNTH-16861,SYNTH-16861,0,32,5e-05,0.0,0.0,0.0,CIN 74%; BUF 8%; SEA 4%
4488,SYNTH-16860,SYNTH-16860,0,32,5e-05,0.0,0.0,0.0,CIN 78%; BUF 7%; SEA 3%
4489,SYNTH-16858,SYNTH-16858,0,32,5e-05,0.0,0.0,0.0,CIN 85%; BUF 6%; SEA 2%
